x y z
-244 -18 -23
-214 -19 -10
-202 -12 12
-210 -11 19
-239 -13 4
-225 -8 19
-221 -21 22
-243 -29 -27
-286 -27 41
-319 -49 57
-336 -36 8
-311 -70 5
-206 -63 -29
-218 -44 25
-229 -57 -8
-221 -65 -11
-187 -57 48
-216 -64 6
-238 -58 -6
-216 -64 -12
-252 -56 2
-244 -48 16
-268 -35 2
-316 -11 38
-280 -33 -92
-252 0 -115
-173 -63 -178
-218 -4 -107
-216 -31 -51
-216 -15 -59
-221 -14 -25
-232 -12 -52
-241 -5 -24
-245 -13 -22
-219 -12 -11
-232 -8 -25
-286 -25 3
-288 -9 32
-304 -6 -94
-346 -64 -113
-201 -60 12
-211 -51 9
-237 -33 30
-224 -39 32
-210 -52 46
-211 -47 30
-220 -53 38
-227 -43 52
-241 -36 50
-219 -54 5
-251 -45 42
-253 -44 52
-304 -40 28
-299 -30 12
-270 -6 13
-229 6 -16
-210 -9 -8
-237 -11 9
-224 -15 -2
-223 -13 6
-236 -13 17
-218 -22 3
-225 -21 18
-238 -30 11
-250 -31 4
-290 -38 16
-329 -52 7
-317 -54 -33
-306 -71 -34
-199 -85 -50
-209 -73 -30
-204 -62 -25
-191 -59 -20
-203 -52 -12
