x y z
-287 -85 -5
-238 -75 -3
-246 -56 9
-195 -27 15
-168 -35 23
-197 -43 0
-197 -51 31
-209 -68 25
-299 -57 44
-340 -66 81
-355 -51 38
-335 9 -21
-259 2 -21
-227 -26 -6
-176 -37 7
-150 -32 7
-181 -25 27
-215 -18 34
-212 -3 31
-268 -17 39
-384 -56 56
-327 -62 0
-329 -92 11
-281 -106 3
-189 -45 17
-147 -37 19
-138 -38 17
-159 -41 25
-211 -66 43
-228 -62 46
-270 -56 47
-295 -63 64
-302 -51 30
-283 -11 6
-285 0 -16
-248 -17 -24
-177 -30 3
-153 -34 1
-171 -26 12
-192 -24 23
-228 -17 27
-285 -23 28
-300 -35 43
-349 -46 50
-299 -115 -8
-234 -110 -16
-230 -79 -2
-194 -46 11
-160 -53 23
-170 -66 25
-200 -64 30
-225 -83 -6
-258 -77 47
-276 -67 78
-334 -71 67
-312 -55 41
-273 0 -5
-245 -4 3
-236 -33 21
-190 -34 18
-192 -31 55
-213 -28 29
-217 -16 47
-226 -19 39
-247 -26 10
