x y z
-232 -16 -9
-251 -19 -7
-234 1 -27
-247 1 -23
-242 2 -28
-254 -5 -30
-209 -8 -39
-197 -1 -53
-207 0 -58
-210 2 -60
-214 -7 -71
-214 -9 -69
-232 -10 -77
-249 -1 -91
-269 -7 -151
-321 -31 -236
-278 -61 -262
-262 -108 -243
-439 -85 -254
-491 -105 -237
-389 -23 -143
-115 2 -107
86 30 -16
26 31 -55
-20 22 -29
-134 23 -54
-710 53 -272
-467 19 -168
-363 -46 -97
-110 -46 -97
96 -81 -80
53 -82 -34
-146 -133 -40
-553 -182 -163
-436 19 -107
-394 25 -48
-35 12 -51
122 35 -38
16 38 -1
-163 64 -39
-463 133 -302
-812 84 -275
-257 -56 -76
5 -74 -72
82 -110 -71
81 -72 -74
-352 -168 -117
-697 -139 -304
-623 -125 -207
-393 37 -79
120 0 12
117 58 -42
41 47 -71
-86 38 53
-389 53 -181
-759 -43 -180
-256 -111 -80
-114 -75 -78
43 -101 -55
75 -121 -42
-250 -151 -56
-703 -196 -316
-596 -90 -201
-222 2 -56
129 25 13
160 58 -26
47 78 -94
-518 51 -200
-725 118 -274
-552 -28 -108
-331 -81 -53
173 -121 -72
113 -100 -88
-54 -223 3
-413 -155 -182
-589 -75 -129
-396 -11 -88
-82 4 -76
215 35 37
-26 78 -86
-238 32 -60
-734 23 -283
-689 163 -288
-198 -54 -75
30 -73 -70
176 -98 -71
175 -97 -102
-742 -214 -262
-693 -150 -169
-409 -15 -90
-340 19 -47
198 52 -21
103 73 -89
-27 20 -30
-313 41 -73
-777 59 -174
-320 -142 -83
-126 -77 -65
32 -81 -81
103 -112 -30
-142 -234 -61
-741 -225 -351
-647 -175 -175
-320 -2 -48
24 19 -42
210 68 -9
82 81 -81
-360 59 -117
-603 67 -412
-638 32 -140
-377 -149 -33
57 -78 -73
158 -92 -99
85 -107 -53
-152 -191 -34
-767 -201 -137
-397 8 -108
-270 20 -37
38 38 6
72 68 -103
-62 47 0
-421 16 -93
-768 85 -358
-355 -118 -36
-105 -50 -60
104 -106 -71
165 -94 -115
-388 -193 -72
-739 -115 -398
-578 -89 -122
-468 -1 -75
155 55 25
166 110 -60
1 67 -46
-212 50 -72
-743 130 -219
-362 -123 -54
-232 -91 -28
-55 -45 -68
141 -70 -81
11 -110 0
-349 -160 -53
-880 -158 -324
-462 -7 -15
-298 -18 21
-17 -7 -17
128 41 -71
-46 15 -13
-764 52 -103
-601 163 -280
-379 -31 -7
-357 -89 27
-40 -25 -62
51 -101 -59
22 -115 -38
-362 -158 11
-319 -9 -1
-370 -31 14
-297 -35 15
-163 -26 0
-92 -40 -14
-102 -61 26
-211 -52 -10
-530 -15 -54
-387 1 -27
-286 -41 -21
-157 -34 -16
-107 -39 -14
-166 -25 1
-213 -12 -6
