x y z
-213 -64 -11
-195 -42 2
-190 -48 7
-195 -54 15
-205 -62 27
-207 -64 26
-258 -74 27
-293 -73 34
-350 -68 55
-311 -55 19
-246 10 -34
-224 12 -18
-224 -13 -9
-205 -29 -1
-148 -32 -1
-169 -31 -5
-182 -35 5
-198 -23 13
-229 -4 13
-304 4 -15
-361 -26 -32
-311 -47 -100
-243 -134 -188
-316 -153 -147
-449 -144 -157
-480 -109 -167
-189 -11 -62
90 27 -45
86 35 -16
36 9 -44
-222 70 -60
-647 129 -228
-644 77 -185
-524 13 -90
-24 -63 -104
117 -80 -69
86 -78 -90
-6 -156 -6
-746 -253 -198
-500 -86 -218
-491 -57 -70
-166 -24 -120
70 69 -49
3 73 -60
-186 28 -36
-523 51 -147
-464 -83 -92
-213 -86 -103
18 -82 -64
120 -86 -47
-77 -170 35
-475 -170 -170
-678 -235 -198
-481 -49 -171
-40 -6 -48
208 63 -33
63 82 -85
-56 40 -17
-629 45 -276
-672 -3 -143
-376 -107 -78
-114 -63 -97
98 -117 -83
78 -128 -35
-307 -218 -31
-698 -178 -272
-581 -7 -77
-253 -39 -4
122 50 -70
155 78 -29
-114 45 58
-445 57 -110
-600 36 -394
-606 -53 -41
-390 -107 -17
125 -127 -70
128 -97 -128
9 -177 28
-421 -121 -36
-563 -74 -131
-464 1 -43
-69 5 -42
205 71 13
-52 29 4
-277 72 -31
-464 129 -396
-778 23 -219
-168 -48 -87
84 -107 -65
122 -113 -77
106 -115 -64
-663 -216 -351
-609 -236 -135
-494 46 -133
-279 -8 -1
164 69 -81
24 48 -56
-86 40 30
-405 67 -117
-720 -122 -95
-265 -117 -61
-93 -76 -69
106 -103 -50
29 -159 23
-459 -163 -108
-669 -190 -242
-598 -71 -162
-93 -18 -43
217 80 -25
74 123 -67
-57 50 -29
-568 139 -451
-867 -17 -193
-415 -152 -72
-156 -68 -78
129 -105 -82
109 -100 -14
-92 -180 39
-639 -152 -299
-463 6 -185
-347 12 -54
-21 6 -14
190 75 -45
-101 16 31
-356 37 -82
-656 86 -407
-678 14 -132
-136 -65 -80
92 -114 -103
141 -79 -108
65 -147 -7
-678 -242 -462
-577 -175 -119
-410 6 -67
-262 -28 36
156 117 -110
59 53 -67
-99 -1 48
-593 1 -168
-510 -142 -80
-257 -106 -17
-90 -74 -41
87 -72 -58
-2 -206 -48
-734 -320 -309
-596 -208 -130
-423 -49 -88
49 64 -44
172 168 -64
-1 79 -12
-236 63 -21
-618 -5 -86
-287 -32 -45
-62 -48 -28
93 -82 -148
-53 -195 19
-858 -360 -112
-612 -158 -234
-408 -2 -75
-186 -18 5
73 62 -68
132 67 -91
20 16 16
-693 23 -156
-369 -17 -135
-462 -112 4
-340 -73 33
37 -67 -72
122 -83 -46
-200 -111 -66
-713 -217 -183
-326 -23 17
-282 -36 28
-144 -47 26
-44 -26 -12
-21 -10 -54
-524 36 -55
-514 69 -126
-395 -24 -6
-343 -38 8
-132 -46 16
-110 -29 9
-71 3 -37
-115 -26 27
-421 -80 80
-399 -118 -46
-318 -82 31
-340 -68 56
-152 -30 36
-124 -29 36
-133 -46 37
-168 -52 39
-247 -50 63
-265 -58 84
-364 -61 71
-317 -33 33
-302 5 19
-247 -8 9
-183 -29 24
-138 -37 10
-189 -36 20
-217 -28 19
