x y z
-86 23 -6
-298 104 -132
-579 92 -204
-458 -41 -76
-207 -33 -78
74 -84 -75
58 -89 -76
-104 -180 -24
-537 -171 -209
-664 -165 -203
-412 23 -72
-31 17 -66
173 60 -35
71 66 -87
-287 91 -84
-606 117 -266
-720 89 -225
-367 -39 -74
73 -97 -76
96 -123 -86
103 -165 -61
-195 -206 -15
-661 -73 -252
-518 8 -62
-334 21 -15
80 15 -50
61 64 -89
-101 42 41
-471 151 -158
-705 144 -324
-276 -91 -69
-66 -74 -94
102 -110 -65
117 -90 -89
-358 -149 -164
-732 -227 -301
-504 -64 -245
-460 23 -101
218 61 3
134 102 -65
-53 78 -67
-224 51 22
-714 78 -305
-400 -118 -53
-178 -72 -56
17 -78 -90
143 -120 -81
-115 -206 28
-589 -200 -247
-733 -177 -169
-356 0 -9
61 30 -30
186 119 -48
24 105 -100
-444 85 -106
-724 127 -374
-652 -113 -150
-337 -140 -66
125 -102 -91
221 -66 -88
-38 -124 18
-470 -156 -124
-499 -21 -187
-440 40 -66
-95 17 -57
222 75 20
-62 80 -26
-330 113 -60
-611 180 -365
-694 133 -228
-366 -88 -78
74 -104 -100
151 -105 -88
76 -167 -31
-270 -253 -23
-648 -165 -90
-382 63 -116
-208 -2 5
126 27 6
10 80 -71
-124 36 -40
-674 122 -100
-735 144 -350
-319 -60 -30
-33 -53 -52
151 -81 -106
175 -91 -102
-481 -182 -93
-783 -187 -304
-439 -5 -110
-512 26 -8
232 97 -26
116 102 -110
-73 55 7
-395 132 -113
-662 6 -122
-346 -47 -58
-108 -48 -97
87 -121 -77
43 -156 -27
-206 -197 -85
-539 -84 -383
-692 -160 -95
-337 8 -33
-24 -15 -27
190 85 -52
166 85 -63
-110 23 53
-671 218 -235
-797 138 -287
-561 -176 -85
52 -63 -128
134 -89 -113
93 -165 -13
-79 -203 -26
-573 -118 -215
-497 17 -62
-394 0 -15
-3 -1 -38
112 64 -69
-78 16 9
-280 79 -44
-647 209 -452
-428 -132 -59
-228 -72 -65
-50 -70 -64
106 -93 -95
12 -118 56
-321 -128 -61
-739 -176 -434
-509 -87 -193
-330 5 -11
-148 -1 26
49 16 -49
138 53 -64
-252 83 -159
-689 31 -193
-493 64 -166
-418 -101 -39
-180 -32 -22
35 -41 -93
113 -82 -88
27 -117 -59
-544 -32 -128
-339 -18 -3
-289 0 -7
-191 -2 15
-12 -23 -35
-20 -28 -18
-53 2 15
-606 104 -83
-428 -21 -33
-363 -41 1
-269 -42 -15
-151 -33 3
-77 -5 -34
-78 1 -14
-104 -13 9
-396 -45 14
-376 -59 -56
-256 -3 -24
-169 25 -18
-127 -4 -14
-124 -28 2
-170 -43 5
-239 -59 -26
-327 -66 -20
-442 -9 -34
-358 53 -122
-334 61 -83
-275 22 -49
-102 -30 -15
-83 -37 -17
-118 -46 -22
-177 -26 4
-280 16 14
-322 24 3
-380 -4 23
-376 -58 -86
-337 -98 -74
-276 -55 -39
-180 -17 -20
-97 -14 -18
-74 -15 -6
-171 -41 3
-232 -53 -1
-288 -42 -7
-357 -44 -6
-351 6 -38
-311 46 -103
-297 55 -80
-260 24 -54
-140 -6 -19
-107 -12 -28
-121 -19 -18
-165 -16 -5
-276 11 -7
-323 34 -19
-392 7 0
-388 -30 -58
-309 -101 -89
-256 -73 -58
-199 -27 -27
-137 -15 -22
-119 -24 -6
-163 -36 0
-206 -45 1
-256 -50 -3
-404 -28 15
-377 -8 -71
-346 32 -74
-319 35 -64
-195 -5 -28
-140 -18 -17
-108 -16 -23
-126 -20 -9
-225 7 16
-261 16 -17
-336 28 7
-394 8 -4
-339 -67 -114
-323 -108 -73
-245 -83 -66
-187 -34 -30
-103 -19 -9
-118 -21 -1
-158 -32 -5
-205 -49 -5
-336 -56 -8
-399 -42 19
-370 -29 -61
-325 27 -92
-268 30 -58
-206 -13 -21
-133 -24 -15
-100 -28 -22
-176 -18 3
-226 0 3
-275 17 0
-320 20 3
-373 -35 -65
-342 -63 -86
-292 -100 -73
-253 -68 -52
-124 -13 -9
-118 -14 -9
-131 -24 -6
-165 -26 4
-280 -59 4
-327 -48 3
-414 -35 15
-381 -21 -65
-264 52 -66
-230 14 -49
-174 -9 -22
-125 -15 -22
-154 -20 -7
-198 -8 -1
-230 3 9
-280 9 3
-420 -16 6
-354 -48 -108
-337 -94 -79
-298 -106 -69
-180 -22 -22
-130 -14 -15
-112 -21 -6
-135 -28 -4
-222 -50 6
-282 -51 -9
-330 -49 7
-413 -37 -4
-315 37 -71
-319 30 -62
-273 5 -40
-198 -10 -31
-134 -20 -23
-163 -17 -21
-193 -11 -5
-229 0 -1
-274 0 10
-318 -34 11
-384 -44 -13
-318 -59 -78
-265 -63 -40
-209 -43 -24
-181 -31 -12
-174 -31 -6
-213 -47 -3
-238 -52 -10
-245 -50 2
-252 -45 3
-232 -54 13
-245 -54 25
-268 -44 34
-309 -36 15
-307 -32 5
-250 -5 0
-217 6 -11
-209 3 1
-246 -8 -2
-241 -16 6
-239 -17 7
-228 -13 5
-229 -10 13
-265 -22 4
-262 -32 21
-254 -39 12
-223 -35 7
-247 -33 3
-241 -29 8
-244 -35 14
-252 -40 15
-242 -43 3
-249 -44 4
-248 -41 9
-246 -46 11
-243 -50 7
-243 -48 8
-247 -49 6
-241 -46 12
-242 -51 14
-244 -47 13
-242 -46 10
-245 -44 14
