x y z
107 37 188
111 42 206
108 43 205
109 45 206
109 42 207
108 44 207
106 44 205
106 46 203
107 44 207
109 48 200
108 43 223
123 37 220
128 40 237
20 63 208
-21 96 192
-50 116 162
-43 93 191
102 57 242
101 69 217
35 75 186
-41 85 205
58 79 217
109 62 246
99 68 218
24 84 163
-58 107 177
36 73 228
112 60 236
123 71 211
72 88 181
-64 96 197
-47 74 220
81 65 217
101 66 215
22 73 188
-74 107 219
-57 76 216
76 70 186
85 78 227
-15 80 162
-84 83 203
-37 58 204
117 64 234
86 82 215
-14 75 173
-73 94 220
83 74 205
102 66 225
88 77 214
21 84 185
17 61 200
69 80 216
74 66 220
66 72 208
83 74 208
94 72 209
112 74 196
124 72 179
132 68 225
-85 108 190
-128 93 179
-24 62 195
63 45 194
102 88 198
70 97 195
103 86 171
127 85 198
91 75 185
76 69 208
-19 59 208
-72 72 211
115 94 199
140 60 224
131 81 201
65 79 190
-32 68 184
133 92 183
175 67 218
143 81 209
-55 70 206
-40 62 183
124 79 193
155 72 220
68 66 194
-30 63 195
-41 46 183
120 95 219
159 93 219
60 67 192
-76 60 177
8 60 189
151 66 205
148 93 211
55 64 197
-38 53 196
4 44 188
161 79 212
145 85 221
60 77 198
-30 53 190
44 60 213
91 63 206
127 88 214
116 83 188
116 83 188
126 85 188
125 83 192
142 85 222
-17 65 207
-84 39 183
77 68 175
208 111 196
122 69 190
-24 60 190
-26 49 185
112 79 192
170 92 211
91 65 197
-53 61 174
29 63 188
165 72 233
94 72 202
-34 67 169
36 70 202
117 67 215
109 64 205
72 68 191
96 44 200
143 38 206
110 49 199
91 59 235
100 54 205
91 55 212
91 58 212
88 61 205
79 63 211
91 65 215
72 67 214
74 58 194
89 75 199
76 73 206
80 77 209
78 77 204
77 78 203
75 79 206
76 76 205
73 76 207
77 77 203
76 77 208
75 75 206
76 78 206
78 77 204
76 76 205
75 77 205
75 76 205
75 77 205
74 75 205
77 78 204
74 79 203
71 76 205
-44 191 225
28 59 226
74 94 202
68 80 207
66 81 206
67 81 203
70 81 206
68 81 203
69 82 207
-18 44 430
68 86 192
65 81 221
66 82 197
64 81 208
68 80 203
67 80 207
67 82 206
43 -76 158
75 89 185
77 84 209
74 82 201
67 85 206
64 69 208
88 80 205
95 86 186
105 79 174
104 83 194
118 94 177
121 97 175
124 97 189
124 93 179
127 98 192
120 79 179
129 83 168
122 91 187
124 91 184
126 87 188
130 83 170
