x y z
197 77 128
195 76 125
194 81 124
190 75 127
197 80 127
179 80 125
178 91 132
183 110 133
182 101 134
175 94 134
164 100 141
155 118 119
171 116 130
188 108 100
183 87 132
202 90 136
202 89 134
278 71 192
318 96 236
251 88 204
136 112 126
32 121 -17
-93 141 -205
-130 129 -165
-88 62 5
261 33 267
550 -47 308
438 0 171
274 27 86
106 58 0
-350 153 -84
-242 150 -49
-126 112 123
202 33 255
538 -23 297
492 27 79
296 34 69
79 41 38
-176 68 -34
-300 139 -7
-123 73 168
328 2 250
602 -83 260
438 13 81
212 23 100
-88 11 16
-423 88 -40
-226 65 121
126 12 286
602 -59 249
613 -66 182
516 10 56
4 3 39
-325 85 12
-411 177 62
-183 117 140
479 11 214
531 5 145
391 50 25
174 67 -10
-18 96 149
-115 189 318
-115 140 242
-82 89 193
304 9 162
375 -21 164
391 12 100
280 47 83
133 63 118
94 104 302
149 106 310
142 91 273
147 66 167
278 -16 -190
251 51 -170
227 62 -68
70 -7 151
289 98 530
242 57 430
199 20 250
243 -64 25
292 -54 -243
257 3 -193
119 16 -15
84 -98 208
306 -34 618
229 -49 315
217 -92 108
276 -109 -116
288 -89 -201
196 66 -104
76 -23 120
202 -20 369
242 101 552
190 25 237
240 -14 63
257 -28 -112
258 6 -175
199 84 -137
54 65 98
203 12 236
200 90 373
246 69 225
199 18 90
247 -5 103
409 -36 182
476 -39 260
170 -8 40
-141 25 -100
-369 150 -156
-316 124 -108
279 -110 347
705 -155 327
612 -155 190
478 -64 121
223 -93 94
-330 116 -4
-437 169 92
-226 88 164
-2 -55 208
637 -172 261
534 -141 247
351 -61 243
81 -65 130
-495 124 4
-431 134 30
-234 29 129
-7 -168 267
636 -221 195
563 -144 175
374 -26 195
134 -58 150
-146 -6 63
-318 132 50
-195 162 110
-88 114 156
137 64 163
431 29 197
368 14 336
353 56 316
276 -52 43
275 -44 -194
246 64 -199
166 109 -64
112 95 178
167 -94 365
204 15 472
171 15 220
230 -76 9
294 -74 -172
310 55 -99
179 36 53
11 -57 270
104 115 578
185 24 238
222 -41 98
328 -69 -86
344 -59 -148
255 58 -44
127 17 89
50 -32 233
91 87 416
143 113 344
217 59 119
227 52 79
184 34 75
231 57 100
202 63 169
201 60 173
194 63 160
193 64 147
166 66 145
173 73 142
159 76 151
80 93 184
159 96 186
178 81 189
168 36 166
159 27 173
151 38 162
176 58 164
165 52 168
169 51 173
168 54 172
161 60 165
163 62 169
162 59 160
162 62 170
166 63 161
160 65 155
168 65 158
