x y z
30 -165 191
31 -166 191
29 -169 189
26 -165 191
23 -170 190
35 -175 184
31 -177 186
28 -177 191
9 -175 190
60 -226 142
33 -115 123
58 -265 109
8 -283 82
6 -250 122
12 -230 139
14 -221 153
13 -230 124
7 -283 45
48 -452 208
-94 -635 500
-50 -162 316
15 -426 176
306 -1060 -407
-16 -416 230
22 -208 219
-213 95 584
-587 -654 292
-160 -292 327
-109 -434 49
64 -708 333
131 -1161 -253
28 -205 232
20 -25 406
-498 -589 679
-500 20 677
-170 -207 405
-136 -1680 -464-333 -1007 200
18 -226 191
-3 -167 195
-4 -156 195
-13 -156 196
-1 -168 194
-25 -145 200
-24 -140 202
-25 -138 200
-13 -148 201
-17 -146 201
