x y z
28 -169 175
30 -178 186
25 -184 181
31 -179 185
22 -184 187
30 -187 178
3 -195 164
19 -197 174
1 -215 160
17 -224 134
31 -187 226
56 -268 -26
55 -252 163
-160 -691 158
-108 -451 486
-64 -139 363
111 -425 194
360 -803 -232
54 -265 208
30 -198 267
21 -479 423
-309 -299 586
-127 -285 231
-9 -351 206
20 -1266 291
-181 -952 -122
87 -118 352
-21 -493 427
-421 -246 911
-224 4 470
-322 -656 517
-380 -541 49
36 -338 187
-13 -179 185
-11 -171 187
-14 -155 196
-10 -162 193
-12 -159 195
-8 -160 196
-19 -148 198
-20 -146 201
-16 -147 199
-13 -151 199
