x y z
49 -172 183
40 -163 192
39 -165 190
35 -160 196
39 -168 188
37 -168 190
23 -164 193
0 -179 189
55 -177 192
56 -187 177
-10 -277 33
-40 -205 274
10 -319 241
-377 -888 562
50 -363 173
249 -720 -109
192 -995 -426
418 -478 219
-37 36 560
-475 -853 17
-25 -267 686
-244 -561 687
-83 -421 -83
234 -1024 -637
-171 -1886 -93563 -198 197
113 -24 292
-506 -424 751
-312 -35 582
-384 -734 509
-432 -2156 98
22 -366 200
-7 -184 185
-11 -172 188
-1 -161 200
-2 -165 193
-14 -154 201
9 -164 184
-23 -150 207
-30 -143 197
-16 -151 205
-18 -148 200
-17 -147 198
