x y z
44 -147 186
43 -152 198
46 -157 195
43 -157 196
43 -158 196
35 -153 214
25 -324 116
89 -235 108
47 -93 119
22 -253 174
21 -267 83
45 -240 141
35 -239 129
39 -240 123
57 -238 113
74 -257 32
10 -301 55
-115 -147 368
29 -536 581
-51 -258 312
222 -392 73
354 -1295 -326
80 -234 231
-1 -45 487
-269 -829 279
-112 -290 615
-270 -257 787
-42 -401 107
-4 -1183 77
66 -747 -292
2 -373 233
-8 -347 401
-415 -258 980
-140 -40 409
-182 -657 556
-450 -1620 274
24 -248 190
-24 -166 195
1 -165 193
-1 -159 194
-16 -158 196
-8 -163 196
-1 -156 198
-7 -150 198
-5 -152 200
-2 -152 199
-8 -150 199
-5 -149 201
-6 -149 200
-8 -150 198
-7 -151 200
