x y z
30 -159 181
34 -163 194
32 -165 192
30 -165 192
36 -162 194
35 -165 193
41 -164 191
35 -166 193
36 -167 192
35 -192 174
53 -199 162
-17 -235 113
-74 -241 99
4 -236 134
-2 -233 133
0 -225 155
-10 -258 69
-34 -306 6
-103 -726 161
-64 -524 539
-19 -146 378
90 -293 316
-748 -1478 -5
79 -295 204
79 -170 285
-38 -502 396
-168 -395 864
-82 -415 104
-72 -388 186
25 -1335 54
-690 -865 -179
121 -113 363
-115 -438 388
-428 -254 878
-208 -54 476
-219 -1828 -253-718 -838 264
33 -280 194
-22 -161 197
-13 -147 203
-25 -150 201
4 -153 198
-6 -149 202
-10 -144 203
-16 -142 203
-16 -143 203
