x y z
35 -175 186
32 -175 186
32 -175 183
32 -166 192
33 -166 193
36 -165 191
2 -190 195
47 -547 74
59 -57 133
67 -258 99
-10 -136 117
71 -302 136
61 -270 59
63 -272 33
50 -268 41
58 -267 32
-39 -168 334
68 -685 84
-46 -606 499
-53 -190 411
-39 -355 267
351 -1155 -417
-6 -456 241
58 -207 207
-95 62 592
5 -421 637
-398 -310 744
-249 -897 332
-152 -795 89
115 -819 185
122 -1109 334
49 -226 216
51 -131 271
-65 -327 416
-42 -105 230
-4 -337 220
118 -1252 -333
150 -655 245
3 -165 194
-2 -158 193
0 -160 195
9 -159 195
15 -165 193
-3 -147 200
12 -135 202
2 -153 200
-1 -159 202
0 -153 199
