x y z
42 -167 189
44 -168 190
44 -169 188
42 -165 192
29 -179 188
3 -189 195
-69 -294 133
5 -284 84
88 -119 143
68 -229 146
-33 -254 109
47 -214 156
9 -207 186
25 -287 -15
-24 -179 360
87 -324 194
-221 -837 480
-184 -406 395
252 -327 -83
97 -1000 -52
6 -727 406
54 -255 238
-203 -151 612
-317 -274 413
-177 -346 879
-16 -350 288
51 -812 376
215 -972 -217
-178 -776 125
-3 -161 229
65 -13 334
-395 -185 654
49 -131 250
4 -549 298
-187 -1180 92
-351 -1307 165
25 -223 197
4 -179 190
-15 -147 199
-35 -145 198
-55 -133 200
-54 -136 202
-70 -125 196
-68 -119 206
-27 -142 209
-37 -130 202
-14 -138 206
-30 -136 204
