x y z
-9 -137 192
-12 -141 205
-9 -143 202
-9 -142 204
-8 -146 204
-6 -140 204
-18 -138 204
-14 -135 207
-16 -140 204
-15 -141 204
-16 -138 206
-12 -137 205
-10 -138 206
-12 -137 204
-18 -133 205
-15 -140 206
-23 -138 204
-10 -147 200
-10 -149 204
-7 -146 207
7 -143 218
26 -144 226
9 -164 222
-25 -137 260
-121 -145 250
-287 -788 584
-250 -1103 665
22 -515 483
-111 -328 221
7 -56 -7
173 -123 -21
207 -516 -72
-5 -964 -115
-409 87 163
271 -577 224
-22 -164 215
-40 -190 253
-67 200 502
-42 -685 314
-316 -762 349
-256 -251 831
-93 -369 571
3 -165 6
-91 -320 -133
-175 -233 -133
-87 -320 40
37 -1417 -243
16 -1050 -245
-108 -1733 677
95 -303 266
13 -83 473
-64 272 671
-32 -987 348
-360 -975 481
-238 -438 955
-132 -254 657
-21 36 30
-84 -164 -28
-9 -337 -10
246 -862 33
-93 -1563 -72
43 -1081 -252
167 -326 222
16 -157 279
52 -38 525
-160 232 577
-496 -928 376
-185 -605 735
-73 -908 918
-292 -351 834
-70 102 58
-173 -342 155
-34 -260 136
94 -664 252
121 -1488 -406
-589 -2567 687
117 -343 211
53 -172 266
-116 326 629
25 -1345 167
-530 -714 446
-399 -592 873
-207 -272 889
-146 39 248
-27 -2 5
-111 -519 184
94 -642 158
-170 -1421 167
78 -1444 -358
-1160 8 -198
-63 -159 256
-42 -146 423
-1 283 728
-163 -1026 392
-422 -645 854
-52 -627 1048
-195 -437 938
-271 187 217
-177 -434 209
-82 -324 142
185 -741 145
-226 -1674 79
71 -1439 -352
277 -54 78
-56 -175 273
66 -32 526
-121 212 597
-670 -1059 425
-332 -389 816
-125 -890 992
-152 -345 899
39 27 11
-139 -448 209
-3 -417 158
106 -722 231
57 -1479 -440
8 -388 305
233 -95 121
-83 -142 260
-21 221 667
-27 -1322 357
-569 -1009 457
-394 -527 914
-169 -221 843
-79 171 152
-9 -139 28
-158 -435 158
18 -852 259
-139 -1759 2
53 -1350 -337
-7 -393 260
1 -152 263
42 -47 515
-70 194 638
-1 -1374 271
-383 -470 792
-139 -523 973
-197 -267 919
-243 49 309
-172 -477 160
-81 -434 200
32 -592 248
-207 -1361 177
-773 507 -109
-150 -231 323
-12 -113 253
-40 -165 359
-157 -163 553
-95 -874 108
-561 -599 567
-437 -449 805
-261 -189 673
-78 34 98
63 -214 72
-114 -511 228
-90 -576 406
-133 -1194 312
78 -1080 -308
-659 1047 -443
-156 -291 626
-83 -153 242
-15 -135 300
52 -112 245
-58 -216 254
-440 -580 713
-318 -33 585
-286 -16 259
209 72 -223
13 -394 131
-102 -314 129
-95 -212 79
-84 -424 136
84 -371 -361
11 -1889 -988
648 107 454
-47 -158 240
-27 -167 200
-23 -151 215
11 -157 184
-12 -165 178
-16 -156 191
-12 -150 206
-19 -152 201
-9 -152 198
-8 -153 201
8 -141 196
-34 -143 201
-9 -144 201
-17 -150 202
-13 -146 199
-11 -150 202
-6 -147 201
-20 -147 201
-12 -150 200
-12 -149 203
-15 -153 200
-18 -146 203
-16 -150 201
-18 -151 200
-18 -146 199
-12 -149 204
-23 -146 201
-13 -148 202
-15 -148 202
-20 -146 205
-4 -149 202
-16 -146 203
-18 -145 201
-18 -142 210
-17 -145 205
-16 -147 203
-13 -148 200
-15 -145 202
-14 -146 202
