x y z
2 -140 207
5 -142 204
12 -133 208
29 -129 210
8 -137 213
0 -134 214
11 -132 211
21 -130 208
14 -133 210
19 -131 207
3 -140 210
0 -132 208
10 -131 205
-11 -128 212
-5 -129 210
5 -132 213
5 -137 211
-14 -121 211
1 -132 210
2 -129 208
2 -131 211
2 -128 211
1 -123 214
19 -127 228
56 -155 217
35 -157 225
3 -138 273
-109 -239 318
-343 -776 724
-238 -937 766
-16 -269 607
-80 -364 67
-128 -357 -82
75 -252 -172
132 -624 -195
101 -959 -279
-159 -1759 872
129 -365 225
-28 -167 238
99 81 604
-216 -323 488
-207 -478 54
-356 -228 680
-104 -274 828
-75 -310 475
-53 -343 136
-127 -524 32
174 -579 103
30 -1302 -1
267 -1338 -412
-140 -904 583
92 -187 246
1 -99 447
-19 276 719
-176 -1032 457
-380 -228 790
-115 -154 951
-219 -228 892
-89 -302 528
-54 -421 78
-150 -437 99
231 -618 71
-25 -1290 82
166 -1358 -393
265 -664 198
-73 -159 254
-22 -84 505
-15 450 692
-597 -1168 385
-293 -311 924
-60 -510 1058
-135 -233 886
50 -332 -47
-156 -494 63
-2 -387 58
170 -779 90
98 -1338 -327
424 -1621 736
85 -245 277
71 -179 276
-113 254 609
-54 -859 113
-554 -692 605
-297 -428 922
-135 -204 823
-147 22 94
-65 -326 -10
-195 -529 114
8 -845 191
66 -1565 -38
177 -1257 -343
-154 -1650 655
1 -176 319
162 97 634
-109 -169 583
-207 -1099 16
-171 -562 996
-62 -483 1011
-152 -83 683
-20 169 -5
-142 -434 202
113 -458 78
58 -1186 192
125 -1695 -200
-126 -873 -117
-36 -165 283
-73 -129 460
9 341 726
-221 -945 470
-340 -352 696
-24 -648 1024
-75 -435 985
-240 37 490
-53 -464 210
-79 -482 153
103 -673 53
-49 -1381 111
-1043 -4 -236
41 341 281
-45 -104 276
-73 -91 506
-46 -1204 260
-643 -1169 381
-311 -473 770
-102 -605 1033
-290 14 398
-33 32 6
-191 -525 179
-178 -442 129
-119 -1513 217
149 -1492 -372
-998 712 207
132 -580 175
-35 -77 517
-18 175 745
-25 -1384 261
-596 -997 480
-78 -371 1050
-130 -252 943
-212 -33 310
-23 -267 30
-96 -429 190
25 -902 235
51 -1617 50
104 -1289 -358
153 -240 198
93 -163 302
172 65 617
-217 -63 618
-203 -909 52
-207 -405 847
-128 -412 950
-246 -168 810
-117 71 126
-211 -493 178
-146 -365 258
-28 -844 417
0 -1573 108
-1424 -2183 597
24 -47 194
-113 -137 279
109 -55 427
54 -884 501
-480 -850 576
-643 -255 840
-600 -102 885
149 -42 132
-69 -416 250
-4 -555 381
-71 -809 441
435 -1194 -322
226 -859 -282
690 325 -688
115 -182 144
-20 -154 245
-12 -165 203
-55 -186 154
15 -223 128
-40 -276 62
-90 -407 5
-1 -105 60
120 -323 -10
114 -174 99
153 -236 31
173 -387 -46
183 -383 -41
-49 -283 130
-61 -230 149
-16 -211 176
13 -178 180
-11 -216 148
-23 -212 134
-7 -207 157
-2 -199 162
-4 -199 157
30 -143 228
0 -153 216
11 -150 217
-2 -156 200
-1 -144 207
-3 -157 196
-11 -151 202
1 -148 199
-11 -144 204
-25 -145 206
-6 -150 201
2 -154 197
-9 -148 199
1 -151 199
-16 -148 205
-12 -153 198
-6 -152 200
-14 -150 205
-11 -156 202
5 -152 197
2 -150 203
2 -156 196
-3 -147 204
-1 -155 198
0 -151 200
0 -155 196
0 -153 200
1 -151 201
1 -151 200
1 -152 199
