x y z
-6 -141 193
-3 -148 204
-10 -146 204
-15 -144 205
-15 -144 205
-12 -146 205
-16 -143 204
-11 -145 206
-11 -146 205
-16 -146 204
-12 -144 204
-12 -144 203
-15 -142 203
-14 -145 202
-9 -146 204
-11 -144 204
-6 -142 205
-7 -140 206
-3 -138 207
-12 -140 207
-10 -137 205
-14 -139 205
-15 -136 205
-17 -139 205
-17 -133 208
-7 -146 207
-2 -148 205
1 -145 211
7 -147 217
2 -163 232
-7 -158 240
-80 -112 289
-136 -279 337
-360 -1315 692
157 -445 436
-93 -401 207
-45 -61 12
118 -102 -119
252 -331 -140
-12 -1034 -139
118 -1073 -261
107 -584 194
48 -173 220
-13 -196 248
-9 -107 436
10 -949 256
-401 -1151 392
-369 -482 919
-211 -624 962
-73 0 -11
-175 -259 -57
-58 -314 -26
29 -283 -65
25 -1472 -171
67 -1070 -290
553 -1794 501
-16 -142 268
75 -5 554
-270 97 588
-224 -1006 160
-431 -615 625
-54 -557 1053
-242 -120 617
-5 155 -1
-157 -400 112
89 -489 73
44 -1180 109
58 -1718 -300
-653 -959 18
815 -693 432
-88 -147 384
21 206 666
-193 -621 556
-479 -1548 125
-252 -765 1012
-79 -589 1029
-390 -34 544
2 198 -33
-115 -417 109
94 -417 107
-216 -1324 208
79 -1692 -354
-42 -618 251
-74 -177 243
0 -101 487
-55 218 745
-561 -1028 430
-529 -829 990
-48 -647 1104
-168 -349 976
-85 -40 147
-198 -640 245
-69 -431 157
105 -783 235
108 -1487 -441
-642 -1179 478
171 -2 0
135 -170 270
-172 249 601
-217 -1133 168
-476 -704 474
-404 -789 1009
-305 -155 922
-259 286 103
-169 -224 142
-253 -632 197
-207 -1094 291
-6 -1939 -208
-149 -1162 -256
-1010 -2345 736
-6 -210 280
146 133 646
-61 -452 548
-254 -1371 41
-304 -705 997
-135 -570 1003
-427 -25 813
-47 266 54
-222 -648 205
-69 -438 166
-130 -1388 306
207 -1903 -480
410 -2517 193
43 -52 270
-93 -147 368
108 230 662
-400 -1471 114
-500 -554 673
-192 -772 1012
-45 -529 1049
71 189 6
-132 -508 188
-176 -486 185
100 -530 143
61 -1665 -497
-1568 331 -138
-172 -186 216
-192 -141 287
-77 293 711
-14 -1322 300
-570 -1012 452
-305 -546 852
-211 -173 953
-304 25 314
-32 -178 116
-144 -575 207
-31 -1059 294
-165 -1926 -131
-37 -1343 -458
-284 111 217
48 -131 290
73 13 574
-7 150 536
-72 -914 153
-307 -566 823
-159 -771 914
-141 -249 848
-248 200 210
-188 -607 195
-91 -444 112
26 -581 278
-296 -1360 229
268 -1307 -431
-480 221 524
-96 -16 337
-92 -109 361
81 -67 339
-158 -773 475
-521 -743 666
-583 -335 819
-563 -199 796
144 -43 136
-57 -425 252
-172 -550 341
-105 -772 472
594 -1476 -576
-1028 1472 292
465 -658 -23
-184 -48 274
-39 -146 217
-42 -196 178
-13 -188 159
-3 -153 200
9 -205 127
-125 -166 171
-55 -118 241
-8 -117 236
-8 -163 193
63 -232 174
-2 -127 218
-16 -146 205
-3 -149 204
-6 -153 201
-11 -150 202
-5 -138 213
-11 -145 208
-9 -146 207
-10 -152 209
-9 -146 208
-14 -147 206
-12 -144 207
-10 -145 204
-10 -145 205
-6 -145 205
-33 -142 204
-15 -142 208
-10 -145 205
-12 -145 203
-10 -144 205
-16 -146 202
-11 -146 206
-17 -145 201
-5 -149 205
-15 -146 204
-12 -146 205
-17 -149 205
-8 -144 206
