x y z
-245 -27 -19
-233 -20 -17
-199 -21 -97
-222 -16 -24
-221 -14 -39
-197 -17 -42
-194 -14 -59
-187 -13 -56
-196 -24 -55
-288 -13 -63
-350 -11 -113
-329 -29 -135
-276 -30 -225
-271 -145 -245
-256 -191 -208
-353 -157 -232
-476 -147 -218
-231 5 -180
62 -17 23
106 80 -48
23 82 -89
-452 51 -235
-490 43 -248
-456 31 -224
-320 -28 -131
-5 -66 -132
94 -85 -100
-177 -217 -10
-663 -249 -162
-483 -115 -257
-256 -33 -137
207 -8 13
111 136 -62
-40 35 -67
-547 170 -325
-670 30 -230
-504 -27 -191
-32 -45 -183
53 -131 -94
-173 -292 -5
-655 -196 -219
-457 -82 -240
-206 -18 -66
248 36 56
48 192 -99
-54 -18 -47
-558 186 -421
-753 -11 -218
-470 -79 -178
-15 -65 -146
164 -92 -113
-37 -253 47
-492 -212 -130
-509 -126 -292
-596 12 -257
271 72 -12
6 158 -103
-85 1 14
-398 148 -156
-673 -140 -250
-241 -57 -171
160 -70 -104
129 -90 -84
-347 -197 -95
-466 -145 -420
-528 -165 -212
-485 74 -260
211 129 -17
-33 73 -67
-139 -11 25
-387 96 -158
-665 -176 -245
-38 -46 -181
212 -51 -71
52 -103 -57
-290 -222 -74
-634 -182 -505
-539 -189 -160
-404 121 -274
226 83 44
-41 141 -106
-169 31 47
-469 130 -211
-625 -177 -200
-34 -38 -136
162 -53 -107
64 -123 -56
80 -309 18
-677 -147 -429
-579 -62 -222
-191 78 -256
219 31 79
-145 39 -61
-214 86 -26
-548 158 -390
-843 -60 -212
211 -37 -132
126 -86 -81
33 -138 -18
-131 -283 47
-678 -179 -267
-564 78 -255
-100 61 -136
259 53 24
-84 -24 -13
-376 88 -111
-659 97 -423
-777 -106 -204
186 -51 -100
17 -82 -95
53 -202 17
-217 -182 -2
-509 -117 -240
-445 116 -232
22 27 19
141 127 -15
10 100 -76
-444 119 -124
-731 83 -277
-711 -173 -179
-19 -30 -159
22 -128 -65
9 -291 39
-289 -172 -86
-574 -100 -442
-358 79 -228
132 28 68
116 180 -29
-100 44 -72
-504 156 -279
-818 -77 -231
-268 -149 -160
242 -62 -107
24 -226 6
-331 -264 -25
-476 -83 -474
-587 -168 -188
-314 217 -314
-68 148 -90
-58 -34 45
-443 119 -200
-569 96 -400
-74 -148 -149
161 -41 -136
10 -114 -53
12 -249 53
-476 -143 -474
-626 -107 -217
-208 112 -289
284 52 73
-161 -31 28
-342 118 -146
-591 120 -466
-751 -151 -203
284 -50 -78
49 -107 -52
-16 -243 -1
-537 -130 -264
-728 -213 -122
-375 119 -210
11 44 -1
148 111 -73
-93 59 18
-386 100 -190
-673 72 -334
-752 -169 -167
205 -69 -77
40 -116 -75
-36 -238 51
-324 -148 -186
-672 -144 -134
-275 107 -158
40 41 -44
159 97 -23
-127 38 37
-364 128 -223
-741 45 -293
-693 -186 -139
151 -68 -95
14 -130 -65
28 -223 54
-233 -116 -131
-589 -164 -304
-420 137 -185
66 20 20
158 68 45
2 61 -116
-420 103 -223
-692 104 -319
-629 -128 -121
-259 -35 -126
144 -101 -59
57 -119 -45
-135 -207 16
-546 -122 -169
-526 111 -172
-150 62 -34
47 41 3
110 114 -82
-222 67 -67
-739 155 -368
-798 11 -168
-410 -140 -102
82 -107 -68
107 -67 -118
70 -208 29
-443 -115 -172
-480 -235 -43
-441 90 -110
-191 5 18
108 59 34
143 143 -107
-296 24 -147
-673 73 -375
-452 -159 -100
-357 -91 -15
-123 -37 -19
109 -48 -52
115 -91 -24
-23 -116 -155
-595 -148 -132
-232 -2 -64
-336 -24 0
-167 -50 11
-19 -39 -52
-43 -29 -33
-408 -15 -31
-537 79 -137
-378 -28 7
-237 -49 -12
-128 -57 -34
-103 -47 -24
-85 -25 -15
-125 -45 -12
-437 -116 24
-453 -142 -108
-351 -93 -75
-270 -58 -27
-184 -39 -50
-155 -37 -23
-171 -45 -19
-193 -81 -37
-258 -58 -18
-268 -57 1
-285 -25 -20
-260 -53 11
-213 -43 0
-202 -25 -1
-256 -25 26
-245 -30 27
-216 -27 26
-222 -27 12
-242 -41 22
-257 -49 53
-183 -53 36
-202 -63 47
-223 -74 56
-215 -70 78
-214 -62 71
-220 -72 83
-221 -74 82
-220 -76 79
-217 -81 75
-215 -78 82
-212 -72 77
-217 -61 67
-228 -59 72
-224 -47 76
-222 -49 81
-222 -40 60
-235 -41 67
-230 -36 61
