x y z
-222 29 -22
-227 15 -18
-217 22 -22
-214 26 -23
-214 30 -24
-196 25 -48
-189 15 -38
-190 9 -50
-209 14 -69
-247 1 -71
-254 4 -104
-273 13 -167
-330 -2 -204
-253 -51 -282
-281 -123 -266
-405 -80 -291
-448 -24 -256
-447 -23 -218
60 -40 -111
160 17 -4
56 60 -52
-168 60 -97
-356 211 -248
-624 197 -329
-453 134 -214
-155 -35 -104
91 -117 -55
143 -96 -82
58 -96 -64
-432 -42 -215
-685 -64 -319
-481 22 -95
-396 60 -55
169 35 -9
118 25 -25
6 93 -130
-161 66 30
-665 231 -378
-558 30 -107
-296 -32 -36
-82 -8 -108
109 -85 -116
9 -123 -59
-213 -93 -50
-619 -30 -202
-508 129 -64
-263 59 -5
103 -15 -50
172 38 -31
-91 56 4
-435 219 -141
-668 304 -316
-583 23 -133
-403 27 -81
136 -117 -52
126 -79 -102
-7 -158 -40
-208 -167 -32
-602 -111 -200
-615 117 -165
-310 44 -79
93 19 -48
80 67 -88
-132 88 -11
-374 209 -125
-749 239 -385
-341 -104 -35
-71 1 -128
83 -106 -93
157 -70 -97
-267 -192 -30
-624 -55 -208
-601 -42 -307
-573 130 -54
75 5 -54
209 68 -13
102 36 -58
-61 89 -20
-655 334 -390
-740 111 -148
-460 -40 -64
-120 -30 -81
86 -126 -60
23 -141 -84
-193 -170 -54
-661 -1 -60
-844 -183 -289
-302 73 3
-41 9 -19
189 40 -14
149 66 -88
-234 81 -11
-665 246 -219
-762 183 -204
-489 -121 -57
92 -132 -60
86 -111 -64
38 -89 -139
-84 -176 14
-756 32 -392
-565 -56 -118
-321 124 -66
-119 23 7
158 36 -34
23 36 -35
-190 61 35
-758 232 -273
-614 -69 -86
-200 -26 -53
21 -53 -100
103 -102 -91
-65 -172 -39
-312 -83 -85
-701 35 -311
-672 -150 -74
-198 44 28
118 3 -44
208 49 -37
71 27 -66
-322 230 -74
-674 336 -408
-678 103 -106
-338 -98 -51
66 -110 -75
104 -100 -117
-39 -153 -31
-258 -179 -42
-787 -94 -219
-413 218 -51
