x y z
-236 10 4
-247 16 -1
-228 16 -6
-217 26 -18
-218 29 -24
-229 40 -17
-218 30 -21
-181 28 -41
-177 35 -46
-219 16 -55
-248 15 -54
-262 15 -65
-333 16 -85
-289 18 -118
-261 -36 -218
-236 -39 -217
-403 -115 -236
-461 -60 -287
-447 -88 -194
-274 20 -113
69 -28 -71
-1 48 -33
-36 26 -57
-146 70 -46
-379 168 -365
-506 109 -196
-455 52 -177
-149 -34 -93
112 -137 -28
42 -92 -60
-160 -128 6
-386 -59 -169
-667 -119 -397
-347 53 -110
-87 29 -93
143 22 -14
91 32 -20
-133 88 5
-413 271 -181
-681 196 -404
-571 56 -113
-50 -41 -106
58 -132 -32
135 -101 -127
-28 -81 -33
-454 -68 -122
-845 -89 -261
-474 125 -78
-167 20 -24
141 76 -41
81 33 -66
-138 37 1
-443 248 -203
-820 250 -403
-298 34 -86
-1 -61 -115
120 -146 -58
110 -109 -104
-291 -83 -58
-671 -3 -186
-618 -109 -193
-403 92 -10
110 3 -73
159 75 -54
50 5 -62
-45 3 28
-752 288 -434
-653 -15 -113
-307 -41 -11
-40 -66 -102
88 -108 -108
7 -166 -33
-322 -96 -104
-823 -44 -379
-410 131 -79
-88 26 -16
157 37 -28
121 57 -57
-156 19 49
-409 210 -164
-801 244 -363
-617 -20 -133
-251 5 5
92 -128 -51
117 -112 -127
-49 -160 -22
-360 -98 -94
-649 -21 -145
-366 96 -44
-92 27 -8
146 81 -64
-5 13 -38
-115 26 52
-366 198 -115
-615 63 -77
-288 -71 9
-80 -25 -71
63 -108 -59
19 -158 -58
-244 -114 -29
-715 -29 -242
-775 -135 -88
-217 21 -1
75 30 -58
143 43 -52
106 14 -32
-236 120 9
-785 321 -338
-811 131 -71
-378 -122 -7
76 -136 -40
88 -135 -123
28 -155 -43
-372 -74 -12
-769 3 -407
-503 62 4
-135 4 -19
164 68 -84
178 68 -29
-183 89 43
-483 235 -215
-744 191 -192
-505 8 -37
-1 -93 -71
152 -105 -113
79 -131 -86
-156 -195 49
-583 -78 -342
-649 48 -76
-353 109 -25
13 -4 -27
76 55 -81
-53 37 -22
-250 134 -24
-612 270 -428
-448 0 -19
-91 -11 -81
82 -119 -36
74 -112 -100
-212 -146 30
-582 -16 -252
-714 -219 -178
-582 142 -65
-256 35 -17
191 82 -45
57 42 -77
-85 34 16
-272 133 -41
-732 5 -106
-357 -37 10
-98 -33 -72
104 -84 -91
72 -183 -75
-230 -124 -34
-813 -17 -167
-670 -83 -156
-216 48 7
89 10 -64
169 59 -66
60 24 -61
-386 275 -37
-661 253 -354
-635 72 -117
-298 -88 -55
75 -119 -60
82 -111 -111
-15 -155 -24
-217 -111 -5
-783 -113 -65
-403 72 -68
-186 67 -7
36 31 -35
127 34 -3
-121 77 16
-321 145 -149
-679 207 -452
-615 64 -94
-65 -61 -94
64 -120 -79
112 -68 -109
-181 -148 -3
-540 13 -214
-836 -127 -133
-446 152 -119
45 11 -31
131 43 -24
113 24 -87
-79 66 15
-753 231 -373
-707 27 -116
-312 44 -52
-50 -22 -81
95 -110 -107
59 -143 -22
-221 -130 -12
-601 11 -189
-456 117 -118
-275 24 -13
17 16 -57
158 32 1
-153 67 16
-425 213 -106
-653 195 -447
-544 42 -107
-328 -47 -53
58 -116 -85
107 -103 -112
9 -149 -47
-253 -150 -45
-705 -88 -112
-477 143 -59
-231 12 8
47 30 -60
93 -23 -59
-69 50 19
-324 176 -62
-719 280 -420
-348 -48 -41
-90 -37 -65
8 -93 -66
86 -102 -111
-209 -152 -25
-722 -77 -194
-646 -106 -150
-442 84 -72
30 38 -69
172 83 -30
99 25 -73
-89 38 -9
-695 167 -359
-639 68 -104
-390 -100 -35
-121 -46 -59
33 -95 -90
40 -101 -60
-176 -151 40
-484 -69 -178
-730 -137 -96
-323 50 -45
-53 35 -41
169 69 -39
122 40 -64
-244 71 -42
-619 173 -264
-737 90 -109
-470 -35 -77
-15 -70 -70
71 -103 -112
110 -116 -86
-140 -184 21
-642 -65 -339
-477 -28 -71
-370 53 -25
-78 19 -47
114 37 -63
-71 15 -10
-178 61 -60
-582 199 -158
-509 -63 -50
-267 -40 -33
-19 -72 -81
122 -98 -85
101 -93 -89
-337 -51 -75
-661 -29 -342
-663 -106 -112
-135 5 12
107 49 -45
131 52 -66
30 9 -46
-460 166 -69
-787 180 -250
-588 -6 -72
-304 -28 -26
74 -113 -84
119 -90 -105
38 -166 -67
-310 -155 -66
-641 -161 -138
-507 -10 -78
-270 -33 -36
51 22 -80
95 31 -60
-91 -13 27
-198 103 -81
-698 198 -379
-413 -54 -70
-338 -3 -63
-119 -57 -16
79 -102 -61
73 -136 -23
-212 -125 -107
-876 -289 -410
-470 -65 -266
-242 53 -42
-251 -28 8
-57 -16 -35
-64 -21 19
-52 12 -17
-204 192 -207
-543 135 -235
-566 115 -239
-516 46 -151
-258 -18 -91
-165 2 -75
-133 12 -48
-100 23 -45
-125 17 -41
-137 23 -51
-244 5 -26
-412 12 -63
-284 9 -60
-258 4 -66
-225 0 -68
-184 -16 -58
-177 -19 -103
-259 -20 -69
-253 -20 -48
-255 -17 -42
-245 -22 -44
-244 -22 -49
-247 -8 -47
-234 -12 -39
-247 -4 -26
-255 -5 -34
-233 -2 -41
-239 0 -44
-250 -3 -23
-258 -2 -28
-242 -4 -25
