x y z
-221 -1 -8
-221 -6 -16
-269 -1 -4
-260 -4 -26
-263 -23 -33
-312 -34 -13
-320 -32 -35
-277 -50 -76
-254 -58 -36
-223 -57 -41
-206 -60 -41
-223 -55 -32
-219 -52 -31
-225 -55 -24
-218 -47 -25
-225 -45 -31
-224 -43 -7
-226 -27 -23
-166 -7 -29
-205 5 -43
-273 20 -47
-248 -8 -28
-197 9 -46
-170 13 -44
-184 1 -44
-321 -9 -49
-333 -8 -65
-332 -34 -59
-244 -6 -121
-229 -40 -200
-286 -88 -210
-415 -119 -219
-462 -123 -228
-343 -13 -115
28 16 -122
100 47 6
1 40 -9
-20 20 -7
-160 66 -96
-574 86 -189
-636 66 -195
-540 51 -139
67 -88 -126
116 -94 -55
0 -42 -63
-63 -75 -19
-570 -231 -281
-596 -167 -219
-510 -60 -112
-232 22 -68
145 68 -18
-40 41 -48
-95 8 10
-622 125 -299
-717 47 -107
-441 -15 -49
-136 -6 -110
69 -106 -81
-19 -90 -52
-163 -187 12
-534 -201 -121
-555 -39 -66
-279 -13 -42
97 51 -43
145 87 -44
-93 17 28
-321 103 -55
-733 196 -341
-669 -22 -130
-362 -56 -53
126 -97 -54
50 -87 -76
-17 -109 -21
-260 -124 -69
-651 -214 -95
-414 97 -78
-136 31 -8
110 72 -53
23 16 -36
-90 26 20
-393 145 -51
-719 245 -385
-394 -13 -30
-65 -57 -100
151 -114 -75
116 -84 -93
-290 -110 -5
-747 -49 -395
-549 -168 -71
-408 93 -68
141 38 -21
107 66 -48
-48 62 -24
-317 121 -11
-722 285 -334
-420 -56 -91
-59 -102 -138
158 -129 -33
55 -95 -84
-294 -120 -72
-684 -62 -354
-570 -224 -128
-412 87 -74
120 37 -38
137 51 -58
-5 9 -43
-115 16 57
-766 135 -340
-603 -86 -96
-253 -40 -72
46 -72 -88
52 -99 -74
-36 -177 -15
-293 -90 -112
-786 -120 -345
-288 85 -54
16 59 -13
104 84 -37
58 74 -83
-380 107 -38
-731 270 -340
-704 -49 -128
-256 -87 -87
-9 -59 -77
84 -102 -119
15 -179 10
-375 -77 -113
-761 -117 -417
-372 113 -54
-85 51 -13
168 89 -46
103 69 -72
-135 17 55
-563 247 -275
-806 11 -157
-438 -109 -87
80 -94 -62
108 -110 -40
-28 -233 -30
-309 -146 -100
-682 -112 -76
-441 103 -69
-108 8 -42
223 71 -20
-50 65 -42
-216 53 37
-757 210 -181
-766 73 -148
-108 -51 -83
46 -88 -76
106 -101 -84
6 -130 -51
-681 -94 -226
-658 -205 -92
-449 112 -77
-217 70 14
135 83 -75
27 28 -46
-103 -14 44
-267 141 -34
-524 -112 -46
-265 -43 1
-149 0 -10
61 -70 -87
-26 -162 5
-687 -250 -211
-774 1 -355
-208 67 -125
-419 130 41
54 62 -74
169 76 -56
-16 107 -155
-440 129 -181
-374 -59 -78
-170 -85 -56
-176 -75 -4
-6 -68 -17
-538 -221 -196
-507 1 -117
-336 -22 -19
-282 13 -2
-86 7 -10
-123 -26 -10
-139 -40 6
-311 26 8
-396 65 -78
-418 53 -18
-320 25 -20
-216 24 -37
-156 5 -22
-157 15 -8
-195 2 19
-226 30 1
-249 26 21
-255 14 41
-218 8 51
-216 9 50
-237 16 60
-242 5 63
-223 5 59
-232 2 61
-231 1 54
-240 3 58
-243 6 50
-244 1 55
-237 -1 59
-227 -1 43
-239 3 55
