x y z
-215 2 -15
-191 4 -25
-183 4 -30
-187 5 -40
-219 3 -39
-260 7 -59
-285 16 -94
-299 1 -131
-317 -14 -198
-234 -109 -249
-418 -109 -238
-426 -81 -285
-432 -68 -249
31 -24 -84
172 18 -5
77 40 -48
-34 33 -37
-334 134 -135
-450 138 -303
-407 99 -175
-404 31 -134
-108 -35 -80
148 -118 -105
-55 -164 -38
-411 -84 -202
-630 -110 -230
-412 60 -82
-175 15 -60
134 24 -41
21 34 -63
-99 29 -5
-267 126 -84
-651 204 -244
-426 -45 -62
-200 -9 -61
71 -96 -84
147 -101 -84
-153 -165 26
-431 -33 -98
-694 -141 -217
-567 29 -111
-5 35 -46
173 43 -14
58 68 -74
-31 16 -51
-594 248 -284
-809 20 -158
-511 -119 -52
-152 50 -85
66 -82 -85
109 -112 -72
-97 -206 30
-504 -24 -140
-675 -174 -310
-377 66 -27
6 -7 -87
202 38 -30
103 38 -73
-210 77 21
-684 200 -126
-699 129 -301
-501 -98 -37
103 -88 -98
155 -103 -43
45 -93 -131
-90 -175 13
-750 -69 -326
-675 12 -126
-383 100 -53
-35 4 -52
97 39 -70
23 22 -61
-172 50 60
-487 297 -248
-671 -85 -121
-162 -14 -47
18 -61 -76
55 -122 -47
-36 -165 -1
-339 -20 -112
-749 3 -369
-522 -162 -120
-507 139 -52
142 25 -57
150 12 -55
42 9 -89
-201 40 71
-617 199 -455
-586 -48 -104
-302 3 -43
15 -72 -105
82 -94 -142
-62 -176 -6
-372 -85 -75
-627 18 -447
-453 113 -61
-159 33 -4
114 21 -31
140 33 -46
-139 40 50
-623 288 -222
-755 136 -233
-493 -73 -87
-12 -51 -58
42 -102 -39
95 -124 -129
-38 -212 -23
-748 -57 -451
-564 -13 -121
-363 81 -44
-40 32 -54
172 48 -43
-18 8 -46
-173 31 41
-485 192 -120
-593 -83 -109
-295 -12 -37
15 -34 -126
158 -112 -31
-139 -181 -4
-447 -42 -128
-696 -149 -224
-633 68 -135
48 19 -57
163 63 -20
92 57 -49
-89 14 -18
-637 270 -445
-750 17 -187
-344 -72 -79
-102 -23 -81
141 -104 -75
30 -141 -76
-212 -161 -41
-810 -129 -168
-479 86 -49
-302 29 -36
156 36 -47
226 60 -28
9 48 -87
-456 196 -152
-633 151 -447
-582 -36 -129
-377 -34 -21
140 -123 -54
149 -107 -122
8 -161 -91
-296 -122 -18
-545 -141 -90
-454 100 -46
-193 45 0
95 36 -68
60 -6 -46
-124 39 47
-589 253 -159
-709 168 -248
-257 -20 -80
-11 -76 -64
75 -121 -33
126 -101 -108
-341 -56 -94
-702 -7 -267
-526 -152 -98
-443 165 -42
48 18 -58
202 64 -60
67 89 -51
-412 197 -112
-610 -39 -166
-449 -49 -54
-142 -34 -67
89 -118 -131
146 -81 -111
-233 -141 -9
-327 -24 -269
-579 -192 -205
-530 50 -100
58 26 -30
134 33 -7
17 53 -61
-52 27 -42
-609 239 -349
-746 59 -185
-427 -27 -92
-126 -23 -103
48 -104 -50
63 -120 -121
-198 -206 -9
-626 -93 -217
-492 86 -114
-318 53 -30
-5 20 -79
175 25 -1
-70 52 -33
-328 134 -94
-739 159 -364
-575 64 -168
-138 -10 -62
73 -85 -68
108 -103 -77
-160 -162 18
-484 46 -150
-684 -148 -180
-548 3 -108
-35 30 -36
136 46 -28
126 53 -81
-23 6 -41
-278 99 -50
-712 133 -201
-397 -51 -55
-132 -17 -72
15 -90 -68
104 -117 -118
-195 -176 27
-547 19 -66
-525 -85 -319
-376 77 3
-15 5 -62
193 39 -23
88 39 -56
-415 150 -84
-683 222 -311
-613 23 -119
-339 -28 -39
75 -110 -55
110 -101 -84
36 -127 -66
-259 -191 4
-630 -175 -166
-485 68 -72
-295 19 1
2 19 -56
88 51 -60
-36 16 -16
-227 105 -82
-654 183 -249
-619 73 -200
-276 -48 -31
3 -72 -105
130 -99 -55
86 -72 -123
-477 -99 -120
-573 -50 -399
-553 -26 -76
-434 49 -14
183 47 -58
135 56 -41
8 48 -64
-126 83 36
-712 141 -256
-561 -48 -58
-273 -47 -46
-11 -88 -71
97 -108 -106
-46 -139 -17
-495 -53 -53
-649 -33 -275
-366 98 -24
-160 9 -14
89 8 -10
161 61 -30
-222 60 -29
-604 141 -111
-705 123 -281
-473 -44 -71
-48 -40 -80
70 -97 -75
142 -68 -104
-42 -114 -6
-255 -107 -91
-638 -186 -241
-528 80 -55
-287 17 3
24 5 -66
122 48 -71
-73 55 -18
-237 121 -58
-647 138 -259
-457 -53 -70
-172 -56 -67
-2 -84 -57
117 -82 -69
-191 -166 -14
-590 -84 -199
-657 -144 -157
-325 55 -4
-40 11 -39
162 29 22
132 72 -54
-182 119 -70
-726 210 -221
-670 135 -206
-485 -5 -40
26 -81 -81
94 -116 -74
103 -88 -99
-112 -142 -12
-312 -48 -56
-604 -69 -58
-472 118 -52
-164 26 22
89 43 -53
48 8 -40
-131 32 24
-469 204 -169
-768 156 -248
-237 -77 -46
-43 -68 -56
28 -97 -53
87 -99 -107
-277 -95 -42
-688 -75 -237
-651 -187 -222
-457 105 -40
12 24 -76
164 37 -49
111 10 -79
-130 24 -9
-654 238 -328
-563 -20 -125
-377 -53 -63
-95 -46 -76
125 -98 -92
2 -160 -107
-211 -128 3
-575 23 -297
-636 -200 -123
-272 77 -7
-17 12 -34
138 49 -47
147 51 -72
-297 119 -106
-798 233 -304
-649 32 -184
-206 -30 -43
18 -75 -69
131 -88 -84
112 -88 -99
-113 -149 10
-803 -84 -469
-431 -40 -95
-477 88 0
-232 2 25
177 47 -125
115 14 -47
-45 -7 -4
-147 149 -137
-615 41 -145
-300 -38 -11
-311 -46 16
-169 -36 -37
61 -60 -65
84 -62 -29
-205 -86 -52
-918 -205 -269
-395 83 -76
-403 92 -3
-269 32 -123
-175 34 2
-92 -34 -37
-143 -33 -17
-248 0 -24
-303 23 -79
-241 31 -55
-248 30 -54
-204 13 -45
-218 8 -33
-229 29 -69
-247 39 -43
-244 39 -38
-236 37 -30
-240 32 -19
-200 5 -55
-256 33 -30
-244 39 -11
-231 36 -18
-245 36 -25
-275 43 5
-253 35 -28
-235 25 -21
-246 26 -2
-252 26 -4
