x y z
-222 0 -56
-230 1 -63
-221 4 -61
-198 6 -67
-166 3 -77
-128 1 -95
-153 22 -115
-208 40 -115
-290 100 -136
-512 137 -180
-569 144 -175
-453 41 -124
-148 15 -124
161 -39 -75
-110 -100 -70
-202 -66 -194
-529 -7 -269
-505 -34 -216
-399 -27 -136
-21 21 -84
50 65 -20
-101 79 -48
-132 99 -74
-458 252 -243
-469 93 -183
-294 5 -95
62 -78 -94
151 -130 -85
-108 -156 -31
-364 -148 -155
-591 -60 -248
-674 -112 -203
-176 56 -130
263 13 31
110 57 -25
-57 62 -54
-140 82 22
-700 158 -295
-503 -76 -126
-218 -33 -89
-4 -35 -77
109 -117 -91
-59 -167 14
-436 -80 -83
-711 -118 -471
-374 99 -34
-100 54 -56
192 56 -12
103 24 -65
-151 65 -7
-646 326 -267
-833 143 -161
-444 -79 -82
72 -108 -62
83 -91 -100
41 -126 -29
-150 -212 2
-841 -127 -242
-495 87 -134
-230 69 -43
36 56 3
130 74 -57
-66 20 -4
-180 53 -17
-763 247 -375
-845 62 -150
-97 -49 -67
63 -63 -81
110 -89 -78
39 -159 -30
-712 -39 -275
-738 -184 -80
-386 93 -100
-200 31 0
181 77 -68
11 10 -34
-144 25 32
-374 184 -114
-626 -3 -86
-250 -68 -65
-3 -90 -87
71 -111 -100
-51 -138 -9
-251 -85 -84
-745 -88 -255
-693 -183 -68
-212 14 16
133 61 -60
164 68 -62
17 16 -35
-124 17 6
-808 244 -333
-582 -10 -36
-301 -44 -20
-9 -56 -91
85 -98 -99
-59 -170 -14
-249 -150 -50
-744 -163 -180
-439 89 -58
-168 20 -1
205 86 -55
-36 36 -36
-134 27 44
-463 170 -89
-841 163 -254
-214 -32 15
17 -49 -92
88 -70 -69
90 -96 -79
-467 -47 -113
-801 -82 -271
-578 42 -124
-230 62 -26
140 59 -52
42 31 -59
-67 32 5
-251 121 -46
-742 105 -183
-372 -76 -21
-88 -14 -89
106 -118 -76
126 -98 -106
-183 -107 29
-550 -95 -83
-653 -131 -122
-537 127 -82
23 8 -65
208 40 -53
74 40 -46
-140 46 42
-746 314 -384
-679 48 -90
-366 -65 -36
-126 -35 -68
139 -93 -108
29 -116 -34
-165 -93 15
-743 -76 -89
-276 46 -77
-345 155 15
-232 -4 83
41 -11 -35
136 -23 -55
-116 149 -181
-639 335 -205
-779 133 -158
-281 -72 2
-196 -36 -21
-33 -21 -7
-9 -15 -10
6 -50 -76
-740 -74 -287
-398 -14 -121
-439 38 -60
-348 32 -27
-196 0 -40
-165 -33 -58
-131 -34 -53
-135 -31 -38
-247 -5 -43
-304 43 -61
-299 54 -51
-244 10 -35
-213 33 6
-216 29 -26
-234 41 -23
-252 46 -30
-231 16 -20
-243 20 -12
-239 20 -10
-243 19 -17
-240 15 -4
-243 5 -5
-241 7 -13
