x y z
29 -155 196
29 -147 187
28 -156 195
28 -156 195
25 -155 199
25 -155 199
25 -155 199
26 -154 197
26 -154 197
29 -151 200
19 -156 199
19 -156 199
19 -156 198
19 -156 198
37 -143 198
19 -164 192
19 -164 192
25 -167 188
5 -151 205
5 -151 205
16 -149 232
16 -149 232
15 -208 117
55 -205 181
55 -205 181
-96 -123 393
-100 -607 348
-100 -607 348
-236 -366 685
-236 -366 685
-107 -275 416
-245 -417 165
-245 -417 165
301 -911 -91
301 -911 -91
261 -1106 -222
46 -404 253
46 -404 253
9 -214 251
-74 -273 444
-74 -273 444
-445 -764 988
-445 -764 988
-125 -247 829
-137 -510 118
-137 -510 118
42 -402 31
206 -1249 -25
206 -1249 -25
-601 -1836 457
-601 -1836 457
1 -279 248
91 -53 351
91 -53 351
-396 -901 435
-835 -419 963
-835 -419 963
-232 50 418
-232 50 418
-109 -719 496
-354 -1518 273
-354 -1518 273
-227 -566 86
-155 -635 124
-155 -635 124
54 -122 260
54 -122 260
28 -166 186
-66 -219 113
-66 -219 113
35 -139 238
35 -139 238
0 -177 181
-10 -161 196
-10 -161 196
-21 -158 194
-35 -155 193
-35 -155 193
-21 -158 199
-21 -158 199
-19 -161 194
9 -151 208
9 -151 208
-60 -181 161
-13 -164 190
-13 -164 190
-16 -157 195
-16 -157 195
-9 -160 198
-9 -155 195
-9 -155 195
7 -127 196
-16 -164 199
-16 -164 199
-11 -161 196
-11 -161 196
-13 -159 194
-10 -160 194
-10 -160 194
-9 -159 196
-4 -156 195
-4 -156 195
-12 -158 195
-12 -158 195
-11 -155 201
-11 -156 197
-11 -156 197
-11 -156 197
-11 -156 197
-9 -155 196
-10 -155 199
-10 -155 199
