x y z
12 -153 199
12 -145 191
8 -152 200
8 -152 200
11 -157 196
11 -157 196
10 -167 192
1 -148 200
1 -148 200
-4 -146 202
14 -147 201
14 -147 201
3 -150 201
3 -150 201
-1 -146 200
-2 -144 202
-2 -144 202
18 -158 196
115 -173 147
115 -173 147
-17 -102 396
-17 -102 396
-51 -190 349
66 -626 547
66 -626 547
-36 -265 433
-151 -302 204
-151 -302 204
266 -1139 -356
266 -1139 -356
-490 -1562 -251
134 -252 218
134 -252 218
1 -60 467
1 -60 467
-288 -1584 -94
-55 -976 1061
-55 -976 1061
-332 -45 753
-226 -467 362
-226 -467 362
24 -601 370
24 -601 370
156 -1628 -141
107 -1446 230
107 -1446 230
-4 -208 250
-146 -13 439
-146 -13 439
-727 -987 632
-727 -987 632
-595 -270 1020
-95 151 314
-95 151 314
-228 -1057 600
-190 -1955 84
-190 -1955 84
-296 -1089 153
-296 -1089 153
74 -308 188
-14 -174 203
-14 -174 203
-22 -178 198
-19 -199 155
-19 -199 155
-28 -194 172
-28 -194 172
-14 -185 193
-17 -212 146
-17 -212 146
-17 -201 177
-17 -201 177
22 -199 151
-20 -188 167
-20 -188 167
-16 -184 166
-4 -167 201
-4 -167 201
-13 -158 201
-13 -158 201
-9 -155 199
-8 -157 199
-8 -157 199
-7 -155 199
-2 -144 202
-2 -144 202
-21 -147 209
-21 -147 209
-2 -140 208
-8 -145 205
-8 -145 205
-12 -146 201
-6 -148 201
-6 -148 201
-8 -149 200
-8 -149 200
-9 -146 200
-1 -145 203
-1 -145 203
-8 -147 201
1 -166 177
1 -166 177
-11 -147 192
-11 -147 192
-6 -148 201
-8 -146 201
-8 -146 201
-6 -146 202
-6 -146 202
