x y z
0 -138 210
4 -133 192
2 -139 205
2 -139 205
1 -139 207
2 -140 206
2 -140 206
-2 -133 208
-2 -133 208
-12 -134 207
-2 -137 207
-2 -137 207
2 -137 205
2 -137 205
-19 -130 217
-41 -132 240
-41 -132 240
25 -197 143
38 -223 148
38 -223 148
-113 -100 432
-113 -100 432
-224 -629 282
-339 -655 550
-339 -655 550
-269 -294 277
-242 -306 19
-242 -306 19
225 -824 -47
225 -824 -47
195 -1196 -205
122 -508 318
122 -508 318
26 -201 255
-91 -75 594
-91 -75 594
-337 -778 745
-337 -778 745
-301 -365 1018
-169 -327 84
-169 -327 84
9 -425 -186
141 -781 47
141 -781 47
-23 -1087 -145
-23 -1087 -145
61 -539 258
69 -143 324
69 -143 324
-132 -1074 314
-132 -1074 314
-789 -797 872
-446 -166 1052
-446 -166 1052
-168 -157 494
-240 -1050 579
-240 -1050 579
78 -2203 -95
78 -2203 -95
155 -1953 94
78 -180 241
78 -180 241
-84 -200 172
-20 -181 194
-20 -181 194
3 -207 149
3 -207 149
-32 -194 176
23 -195 177
23 -195 177
-20 -223 117
21 -196 152
21 -196 152
-31 -183 196
-31 -183 196
-13 -161 203
-13 -154 203
-13 -154 203
-4 -157 199
-9 -152 199
-9 -152 199
-18 -153 201
-18 -153 201
-7 -146 202
-2 -145 201
-2 -145 201
-4 -141 203
-4 -141 203
-2 -145 204
-8 -139 205
-8 -139 205
-7 -146 204
-4 -145 201
-4 -145 201
-3 -149 208
-3 -149 208
-20 -130 189
-13 -146 202
-13 -146 202
-10 -144 203
-11 -146 201
-11 -146 201
-15 -145 202
-15 -145 202
-6 -145 204
-9 -146 202
-9 -146 202
-10 -145 204
-11 -145 203
-11 -145 203
-7 -144 203
-7 -144 203
-10 -145 202
-10 -144 202
-10 -144 202
-12 -144 203
-12 -146 203
-12 -146 203
