x y z
23 -166 192
27 -156 183
25 -166 193
25 -166 193
23 -165 193
23 -165 193
21 -170 186
16 -165 194
16 -165 194
23 -163 193
13 -172 190
13 -172 190
26 -175 186
26 -175 186
24 -186 173
38 -170 197
38 -170 197
15 -168 214
1 -232 99
1 -232 99
30 -267 108
30 -267 108
-184 -72 456
-376 -1072 404
-376 -1072 404
-54 -636 606
-117 -194 251
-117 -194 251
21 -369 -47
21 -369 -47
203 -1292 -242
133 -855 440
133 -855 440
10 -214 227
-17 1 560
-17 1 560
-476 -1559 333
-476 -1559 333
3 -721 1243
-22 93 299
-22 93 299
-104 -533 216
-104 -533 216
222 -655 273
44 -1483 -173
44 -1483 -173
89 -706 43
-12 -153 277
-12 -153 277
29 -38 303
29 -38 303
-668 -1174 619
-715 -221 942
-715 -221 942
-158 -485 378
-187 -1095 174
-187 -1095 174
-185 -1313 -56
-185 -1313 -56
-219 -360 140
-131 -439 173
-131 -439 173
104 -86 265
-137 -228 110
-137 -228 110
-53 -168 190
-53 -168 190
-23 -153 201
-9 -153 199
-9 -153 199
-4 -143 201
-14 -159 196
-14 -159 196
-8 -154 202
-8 -154 202
-12 -151 200
-13 -151 200
-13 -151 200
-15 -152 199
-15 -152 199
-16 -149 198
-11 -152 200
-11 -152 200
-8 -148 201
-12 -151 199
-12 -151 199
-9 -149 202
-9 -149 202
-10 -150 199
-11 -149 201
-11 -149 201
-22 -129 199
-15 -151 201
-15 -151 201
-10 -150 201
-10 -150 201
-11 -149 201
-10 -150 200
