x y z
27 -168 190
27 -162 180
23 -169 191
23 -169 191
27 -169 191
27 -169 191
28 -168 193
25 -169 191
25 -169 191
25 -167 192
25 -167 189
25 -167 189
25 -168 191
25 -168 191
16 -169 191
22 -166 194
22 -166 194
23 -170 188
13 -170 189
13 -170 189
11 -166 195
11 -166 195
9 -166 190
14 -162 205
14 -162 205
5 -175 196
5 -175 196
13 -225 107
17 -206 254
17 -206 254
-122 -129 386
-215 -771 737
-215 -771 737
-195 -284 551
-195 -284 551
-286 -357 182
251 -535 28
251 -535 28
371 -1419 -203
29 -597 291
29 -597 291
24 -218 230
24 -218 230
-258 120 685
-413 -666 616
-413 -666 616
-201 -338 1139
-156 -410 260
-156 -410 260
-131 -482 35
-131 -482 35
76 -1173 308
75 -1107 -81
75 -1107 -81
65 -479 237
90 -160 305
90 -160 305
-17 -269 391
-17 -269 391
-725 -681 679
-622 -119 893
-622 -119 893
-152 -447 414
-225 -1080 509
-225 -1080 509
-105 -1963 -359-105 -1963 -359-81 -1659 361
15 -217 204
15 -217 204
-38 -191 180
-38 -191 180
6 -168 198
7 -181 167
7 -181 167
-5 -169 191
-13 -162 199
-13 -162 199
-13 -160 195
-13 -160 195
-15 -165 193
-10 -161 195
-10 -161 195
-18 -149 201
-18 -153 200
-18 -153 200
-11 -143 199
-11 -143 199
-17 -149 199
-3 -137 204
-3 -137 204
-24 -155 196
-24 -152 197
-24 -152 197
-18 -151 200
-18 -151 200
-14 -147 201
-15 -148 203
-15 -148 203
-16 -149 200
-16 -148 202
-16 -148 202
-16 -148 201
-16 -148 201
-16 -148 200
-15 -147 200
-15 -147 200
-16 -149 200
-16 -149 200
-16 -148 200
-10 -145 194
-10 -145 194
-18 -147 202
-15 -148 199
-15 -148 199
-15 -144 205
-15 -144 205
-12 -146 201
-17 -148 199
-17 -148 199
-18 -149 205
-14 -147 201
-14 -147 201
-16 -147 202
-16 -147 202
-14 -147 201
-12 -151 201
-12 -151 201
-19 -145 200
34 -201 161
34 -201 161
-12 -152 201
-12 -152 201
-15 -147 200
-15 -149 201
-15 -149 201
-15 -148 199
-17 -147 200
-17 -147 200
-16 -147 201
