x y z
18 -164 193
13 -143 188
13 -153 197
13 -153 197
8 -149 202
8 -149 202
9 -156 193
6 -157 204
6 -157 204
13 -164 210
-22 -220 114
-22 -220 114
15 -267 90
15 -267 90
-171 -109 421
-493 -925 339
-493 -925 339
-71 -643 692
-201 -190 259
-201 -190 259
87 -375 -150
87 -375 -150
244 -1495 -744
-13 -460 136
-13 -460 136
6 -197 241
-234 39 609
-234 39 609
-316 -743 149
-316 -743 149
-51 -880 846
-115 -161 383
-115 -161 383
-213 -685 -21
-213 -685 -21
141 -555 -115
320 -1135 -1092
320 -1135 -1092
547 -305 -38
1 -167 311
1 -167 311
79 -236 272
79 -236 272
-550 -916 398
-636 -383 857
-636 -383 857
-84 -59 290
-234 -1021 387
-234 -1021 387
-610 -1580 -685
-610 -1580 -685
30 -551 -171
-236 -235 223
-236 -235 223
-10 -178 190
10 -170 193
10 -170 193
-59 -179 156
-59 -179 156
-7 -171 191
-33 -144 202
-33 -144 202
-27 -164 193
-40 -154 191
-40 -154 191
-34 -161 189
-34 -161 189
-32 -161 195
-24 -160 193
-24 -160 193
-22 -157 198
-22 -157 198
-26 -159 196
-20 -160 195
-20 -160 195
-26 -154 195
-21 -152 199
-21 -152 199
-12 -145 201
-12 -145 201
-11 -154 198
-20 -147 199
-20 -147 199
-15 -153 197
-7 -150 200
-7 -150 200
-11 -155 201
-11 -155 201
-12 -153 197
-7 -152 200
-7 -152 200
-12 -154 198
-6 -150 205
-6 -150 205
-10 -153 202
-10 -153 202
-10 -154 200
-10 -153 200
-10 -153 200
-9 -153 200
