x y z
24 -148 202
24 -142 190
23 -140 203
23 -140 203
24 -151 198
24 -151 198
7 -153 201
10 -155 200
10 -155 200
5 -150 201
4 -145 209
4 -145 209
16 -148 230
16 -148 230
-7 -202 137
-6 -274 9
-6 -274 9
-21 -160 355
-1 -576 284
-1 -576 284
-286 -641 685
-286 -641 685
-144 -479 321
-311 -171 51
-311 -171 51
255 -670 -180
179 -1194 -378
179 -1194 -378
141 -673 286
141 -673 286
-10 -178 295
59 -519 260
59 -519 260
-272 -903 357
-272 -903 357
-293 -947 841
-172 46 393
-172 46 393
-41 -579 -89
29 -707 127
29 -707 127
57 -1332 -284
57 -1332 -284
204 -867 61
58 -192 294
58 -192 294
132 -454 311
-679 -698 503
-679 -698 503
-556 -281 865
-556 -281 865
-371 244 409
-228 -1189 687
-228 -1189 687
-243 -1698 411
460 488 564
460 488 564
-40 -580 227
-40 -580 227
40 -174 218
-20 -187 177
-20 -187 177
-20 -191 162
-2 -190 159
-2 -190 159
-5 -167 201
-5 -167 201
-15 -177 188
-1 -183 170
-1 -183 170
8 -183 174
8 -183 174
-1 -171 191
-9 -158 201
-9 -158 201
-11 -161 202
-17 -144 205
-17 -144 205
-18 -146 202
-18 -146 202
-16 -143 202
-14 -146 200
-14 -146 200
-10 -148 202
-9 -146 203
-9 -146 203
-6 -151 199
-6 -151 199
-10 -147 200
-9 -149 205
-9 -149 205
-4 -147 191
-9 -150 199
-9 -150 199
-15 -146 193
-15 -146 193
-9 -151 199
-9 -151 198
-9 -151 198
