x y z
30 -161 195
27 -154 184
31 -164 191
31 -164 191
35 -165 188
21 -158 197
21 -158 197
16 -168 194
16 -168 194
19 -163 197
3 -179 180
3 -179 180
54 -183 172
54 -183 172
3 -177 192
34 -175 181
34 -175 181
44 -168 183
-7 -156 191
-7 -156 191
29 -170 186
29 -170 186
18 -171 191
24 -164 195
24 -164 195
26 -167 190
21 -171 188
21 -171 188
9 -169 193
9 -169 193
4 -161 197
16 -155 198
16 -155 198
16 -163 195
1 -162 194
1 -162 194
13 -162 191
13 -162 191
23 -157 209
-87 -128 341
-87 -128 341
-110 -267 304
-284 -426 676
-284 -426 676
-239 -214 482
-239 -214 482
-105 -535 232
320 -743 -116
320 -743 -116
383 -1080 -421
383 -1080 -421
15 -431 232
5 -194 261
5 -194 261
-128 -413 476
-526 -858 940
-526 -858 940
-197 -215 948
-197 -215 948
-190 -467 246
-3 -505 231
-3 -505 231
217 -1675 -204
386 -2105 389
386 -2105 389
-33 -201 271
-33 -201 271
14 16 393
-524 -1145 487
-524 -1145 487
-667 -385 919
-88 -248 276
-88 -248 276
-116 -815 419
-116 -815 419
-139 -1743 87
-400 522 261
-400 522 261
-84 -324 181
44 -171 205
44 -171 205
4 -177 192
4 -177 192
9 -182 175
-19 -186 172
-19 -186 172
12 -201 147
9 -178 198
9 -178 198
-8 -162 214
-8 -162 214
-6 -177 178
-4 -177 180
-4 -177 180
-12 -167 200
-12 -167 200
-6 -174 186
-6 -163 196
-6 -163 196
-5 -154 206
-3 -166 189
-3 -166 189
-3 -157 197
-3 -157 197
4 -152 199
4 -153 198
4 -153 198
-3 -152 200
-5 -150 200
-5 -150 200
-3 -151 198
-3 -151 198
-3 -149 201
-3 -149 201
-3 -149 201
-1 -147 202
-3 -149 202
-3 -149 202
-4 -140 188
-4 -140 188
10 -165 190
0 -149 200
0 -149 200
-2 -149 200
-3 -149 201
-3 -149 201
-2 -149 202
-2 -149 202
