x y z
41 -158 194
41 -160 194
41 -160 194
38 -160 194
43 -159 194
43 -159 194
42 -160 194
42 -160 194
39 -157 195
38 -162 196
38 -162 196
50 -281 132
47 -171 162
47 -171 162
31 -45 302
31 -45 302
-9 -192 160
-29 -222 146
-29 -222 146
58 -221 136
58 -221 136
-1 -210 155
-7 -190 181
-7 -190 181
-21 -212 158
14 -199 171
14 -199 171
27 -190 178
27 -190 178
34 -190 172
43 -184 179
43 -184 179
24 -191 178
32 -184 187
32 -184 187
1 -235 125
1 -235 125
96 -227 166
-99 -143 366
-99 -143 366
-265 -878 729
157 -331 592
157 -331 592
-29 -271 235
-29 -271 235
131 -336 -139
306 -1355 -100
306 -1355 -100
51 -595 202
19 -223 235
19 -223 235
46 -146 354
46 -146 354
18 -1216 227
-442 -226 1152
-442 -226 1152
-232 -280 642
-232 -280 642
-201 -818 280
184 -589 -46
184 -589 -46
194 -1077 -236
-1055 -1727 467
-1055 -1727 467
5 -275 221
5 -275 221
-1 -7 464
-625 -1186 567
-625 -1186 567
-720 -117 903
-238 -129 469
-238 -129 469
-200 -824 368
-200 -824 368
-99 -1068 254
10 -1221 -198
10 -1221 -198
-191 -1598 380
4 -208 205
4 -208 205
91 -131 210
91 -131 210
-83 -155 230
-13 -165 193
-13 -165 193
-6 -168 190
-6 -164 193
-6 -164 193
-10 -160 197
-10 -160 197
2 -165 194
-18 -161 196
-18 -161 196
-18 -147 199
-18 -147 199
-25 -166 194
-11 -154 193
-11 -154 193
-18 -158 195
-14 -156 195
-14 -156 195
-8 -155 198
-8 -155 198
-25 -153 215
-10 -159 197
-10 -159 197
-6 -161 194
-8 -158 197
-8 -158 197
-8 -156 197
-8 -156 197
-8 -158 196
-7 -158 197
-7 -158 197
-8 -157 195
-8 -158 196
-8 -158 196
-7 -157 197
-7 -157 197
-9 -157 196
