x y z
16 -158 194
17 -151 187
19 -160 194
19 -160 194
19 -162 195
19 -162 195
18 -160 201
20 -160 196
20 -160 196
22 -161 197
11 -150 203
11 -150 203
15 -156 199
15 -156 199
21 -159 197
19 -149 204
19 -149 204
19 -162 195
20 -161 197
20 -161 197
9 -157 200
9 -157 200
32 -163 188
52 -156 212
52 -156 212
2 -83 374
-246 -330 354
-246 -330 354
224 -857 319
224 -857 319
-173 -143 187
-4 -74 -14
-4 -74 -14
248 -353 -86
248 -353 -86
295 -1152 -95
93 -626 287
93 -626 287
-8 -200 230
-128 102 613
-128 102 613
-349 -1107 63
-349 -1107 63
-11 -652 618
-181 -302 629
-181 -302 629
-15 -372 51
114 -404 -71
114 -404 -71
210 -731 125
210 -731 125
82 -981 -156
177 -716 299
177 -716 299
27 -177 239
-99 -8 464
-99 -8 464
-131 -1407 -90
-131 -1407 -90
-264 -653 625
-336 -162 467
-336 -162 467
-47 -591 224
43 -924 336
43 -924 336
346 -1003 -25
346 -1003 -25
-275 -444 197
99 -351 230
99 -351 230
-10 -197 184
-10 -197 184
-25 -190 178
-28 -196 155
-28 -196 155
-21 -172 187
-8 -168 192
-8 -168 192
-6 -171 189
-6 -171 189
1 -165 193
-3 -165 195
-3 -165 195
1 -166 194
1 -162 197
1 -162 197
-2 -165 194
-2 -165 194
-3 -164 194
0 -165 192
0 -165 192
-1 -164 194
1 -165 195
1 -165 195
0 -162 195
0 -162 195
2 -162 195
2 -161 197
2 -161 197
0 -160 195
-2 -159 197
-2 -159 197
0 -159 196
0 -159 196
31 -176 198
2 -160 197
2 -160 197
-1 -159 198
-1 -159 198
0 -160 197
3 -161 199
3 -161 199
1 -161 197
0 -160 195
0 -160 195
0 -159 197
0 -159 197
0 -159 196
2 -158 197
2 -158 197
1 -161 197
0 -159 197
