x y z
21 -153 200
16 -142 191
16 -151 200
16 -151 200
15 -151 200
15 -151 200
15 -152 201
12 -152 201
12 -152 201
14 -154 201
12 -154 198
12 -154 198
10 -153 199
10 -153 199
13 -158 197
15 -161 196
15 -161 196
15 -161 195
15 -162 195
15 -162 195
14 -161 195
14 -161 195
14 -161 195
13 -159 196
13 -159 196
16 -157 197
14 -161 197
14 -161 197
18 -159 195
18 -159 195
22 -159 196
24 -163 192
24 -163 192
7 -156 200
7 -156 200
8 -138 215
21 -158 223
21 -158 223
47 -277 -18
30 -107 393
30 -107 393
-54 -353 376
-54 -353 376
-67 -595 693
-36 -234 404
-36 -234 404
-72 -307 65
351 -690 -213
351 -690 -213
203 -1145 -160
203 -1145 -160
51 -409 254
5 -199 257
5 -199 257
-133 -260 497
-696 -934 554
-696 -934 554
-160 -443 981
-160 -443 981
66 -157 228
166 -538 164
166 -538 164
178 -870 349
181 -1089 -182
181 -1089 -182
263 -684 256
263 -684 256
38 -191 244
-8 -105 477
-8 -105 477
-406 -493 778
-406 -493 778
-450 0 622
-258 -471 289
-258 -471 289
-252 -931 454
68 -1499 -455
68 -1499 -455
131 -1111 137
131 -1111 137
16 -201 206
-12 -177 187
-12 -177 187
-21 -174 183
-17 -153 198
-17 -153 198
-14 -161 200
-14 -161 200
-36 -148 198
-41 -140 196
-41 -140 196
-20 -149 205
-39 -149 201
-39 -149 201
-43 -138 204
-43 -138 204
-29 -146 200
-19 -149 202
-19 -149 202
-23 -146 201
-20 -146 201
-20 -146 201
-18 -148 203
-18 -148 203
-19 -155 198
-23 -145 200
-23 -145 200
-24 -147 203
-24 -147 203
-20 -147 202
-18 -147 201
-18 -147 201
-18 -147 201
-22 -145 203
-22 -145 203
