x y z
28 -159 200
29 -151 186
28 -156 198
28 -156 198
30 -159 196
30 -159 196
29 -157 196
29 -157 197
29 -157 197
29 -157 197
28 -160 195
28 -160 195
26 -159 197
26 -159 197
8 -191 191
3 -204 160
3 -204 160
28 -165 165
0 -203 177
0 -203 177
37 -153 210
37 -153 210
4 -163 203
30 -167 209
30 -167 209
51 -218 119
51 -218 119
98 -250 113
-67 -113 447
-67 -113 447
-112 -668 451
-52 -518 726
-52 -518 726
-106 -246 363
-106 -246 363
50 -509 90
477 -859 -205
477 -859 -205
-401 -778 249
39 -316 259
39 -316 259
4 -135 342
4 -135 342
75 -785 277
-616 -596 617
-616 -596 617
-197 -377 879
-11 -314 289
-11 -314 289
45 -482 247
45 -482 247
159 -1250 375
135 -1037 -233
135 -1037 -233
244 -435 250
-12 -163 233
-12 -163 233
-38 -20 480
-38 -20 480
-538 -477 868
-266 -61 532
-266 -61 532
-148 -442 201
-148 -442 201
-66 -997 136
33 -866 -252
33 -866 -252
-511 -895 213
53 -216 205
53 -216 205
-1 -165 197
-1 -165 197
-4 -161 193
-4 -159 195
-4 -159 195
-4 -157 196
-1 -163 194
-1 -163 194
4 -156 201
4 -156 201
-1 -150 202
-1 -157 199
-1 -157 199
-5 -151 200
0 -154 200
0 -154 200
-2 -151 200
-2 -151 200
-2 -152 203
-3 -147 201
-3 -147 201
-6 -147 201
-4 -148 202
-4 -148 202
-5 -148 201
-5 -148 201
-7 -148 203
-7 -148 202
-7 -148 202
