x y z
75 -191 161
75 -191 161
76 -189 168
59 -191 173
59 -191 173
63 -197 162
68 -197 163
68 -197 163
67 -200 161
67 -200 161
67 -206 151
79 -206 144
79 -206 144
70 -219 136
65 -227 132
65 -227 132
58 -240 112
58 -240 112
52 -251 106
55 -261 68
55 -261 68
58 -249 102
58 -249 102
34 -260 80
55 -252 91
55 -252 91
40 -246 117
23 -266 66
23 -266 66
59 -260 107
59 -260 107
-96 -159 379
-142 -931 391
-142 -931 391
-88 -532 663
-58 -223 298
-58 -223 298
179 -324 11
179 -324 11
356 -1196 -194
-70 -744 331
-70 -744 331
23 -260 245
41 -162 291
41 -162 291
-39 -459 445
-39 -459 445
-359 -460 576
-234 -428 872
-234 -428 872
-94 -512 304
-42 -572 146
-42 -572 146
120 -998 193
120 -998 193
164 -896 -138
-230 -645 -35
-230 -645 -35
-40 -128 252
-40 -128 252
-9 -129 202
-81 -340 88
-81 -340 88
52 -254 47
-40 -220 -31
-40 -220 -31
304 -131 -99
304 -131 -99
218 -215 17
149 -242 61
149 -242 61
84 -203 68
150 -239 -48
150 -239 -48
160 -240 -18
160 -240 -18
146 -245 -25
122 -254 -11
122 -254 -11
124 -252 -5
65 -237 35
65 -237 35
55 -245 93
55 -245 93
-5 -250 129
5 -208 172
5 -208 172
4 -186 199
13 -187 185
13 -187 185
4 -195 167
4 -195 167
12 -190 177
1 -197 168
1 -197 168
13 -193 166
13 -193 166
14 -182 179
17 -169 192
17 -169 192
6 -172 191
21 -171 189
21 -171 189
23 -164 206
23 -164 206
22 -168 189
17 -171 189
17 -171 189
18 -168 192
17 -169 193
17 -169 193
12 -168 197
12 -168 197
19 -169 193
15 -175 195
15 -175 195
17 -169 191
12 -170 192
12 -170 192
13 -167 192
13 -167 192
14 -169 192
14 -168 191
14 -168 191
12 -168 192
12 -168 192
13 -166 193
14 -168 191
