x y z
11 -21 223
13 -22 236
12 -22 235
11 -22 235
11 -22 236
11 -22 236
10 -22 234
12 -22 236
12 -21 235
11 -21 234
12 -22 237
10 -22 236
12 -22 236
11 -23 236
13 -22 236
12 -21 237
11 -22 235
12 -22 236
11 -23 235
11 -22 234
12 -22 235
11 -22 234
12 -22 237
11 -22 236
12 -21 235
12 -23 235
12 -22 236
11 -22 235
11 -21 234
11 -22 235
12 -21 235
11 -21 236
12 -23 233
11 -23 234
12 -21 235
11 -21 235
12 -22 234
12 -21 235
12 -22 235
11 -21 237
11 -22 236
12 -22 236
11 -21 235
12 -22 235
12 -22 235
12 -23 235
12 -22 236
12 -22 236
12 -22 236
12 -22 236
11 -23 236
13 -22 236
11 -22 234
12 -22 235
11 -23 234
11 -22 236
11 -22 235
10 -22 236
11 -23 233
11 -23 234
11 -22 236
11 -23 236
10 -22 236
12 -23 236
11 -22 236
12 -22 235
11 -22 236
11 -23 235
13 -23 236
11 -22 235
11 -22 234
12 -23 236
11 -22 236
11 -22 235
11 -22 235
12 -23 237
11 -22 236
12 -22 235
11 -22 235
11 -23 236
10 -22 236
12 -22 237
11 -22 235
12 -22 236
12 -23 235
12 -23 233
11 -22 235
10 -23 236
10 -21 236
11 -22 235
12 -23 236
11 -23 235
10 -23 236
11 -23 237
11 -23 234
12 -23 234
11 -22 236
11 -23 236
11 -23 236
12 -22 236
11 -23 234
11 -22 235
11 -21 235
11 -23 236
11 -22 234
11 -23 234
11 -22 235
12 -23 236
12 -23 236
11 -22 236
11 -22 236
13 -23 237
11 -23 234
11 -23 235
11 -22 236
12 -23 237
11 -23 236
11 -23 235
10 -23 236
11 -23 237
10 -21 235
11 -22 235
11 -22 237
11 -22 235
11 -21 234
12 -22 235
10 -21 236
11 -22 235
10 -22 236
11 -22 236
12 -23 236
12 -21 237
12 -23 233
11 -22 238
11 -21 234
11 -23 235
11 -23 237
11 -23 235
11 -22 234
10 -23 235
11 -22 236
11 -22 235
11 -21 235
11 -23 235
11 -22 236
11 -21 234
12 -23 236
11 -23 236
11 -23 237
11 -22 236
11 -22 235
11 -23 235
10 -23 237
10 -21 237
10 -21 235
10 -21 235
11 -22 236
11 -22 235
9 -21 235
9 -21 234
10 -23 236
10 -22 234
10 -21 236
11 -22 235
10 -22 237
11 -23 236
10 -22 235
10 -21 235
9 -22 236
9 -22 235
10 -22 235
9 -21 234
9 -23 234
10 -22 236
10 -22 235
9 -22 236
8 -21 236
10 -21 235
9 -21 235
9 -21 234
