x y z
12 -22 227
12 -23 235
11 -23 235
11 -23 236
11 -22 236
11 -24 235
11 -23 235
12 -23 236
11 -23 234
13 -23 234
13 -24 235
12 -23 236
12 -24 235
12 -24 234
11 -23 236
13 -23 235
12 -23 236
12 -23 237
12 -23 235
12 -24 236
12 -24 234
13 -23 237
11 -22 237
11 -23 236
13 -23 234
12 -23 236
11 -23 235
12 -22 235
11 -22 236
12 -22 236
12 -23 236
11 -23 235
11 -24 235
12 -23 235
12 -25 237
12 -23 236
12 -23 236
12 -23 236
12 -23 236
13 -22 237
11 -23 235
12 -23 235
12 -23 234
12 -23 233
11 -23 235
11 -23 235
11 -23 235
11 -22 235
13 -23 234
12 -22 236
12 -22 235
13 -23 237
11 -22 236
11 -22 234
12 -22 235
12 -22 235
11 -22 236
11 -22 235
12 -23 235
11 -22 236
12 -22 236
11 -23 236
11 -22 234
11 -23 237
12 -22 235
11 -21 234
13 -23 235
12 -22 237
11 -23 235
11 -22 236
12 -22 234
12 -21 237
11 -23 235
12 -22 235
12 -23 235
11 -22 236
12 -22 236
11 -21 236
12 -22 233
10 -22 233
11 -22 235
11 -24 234
12 -22 235
12 -22 235
12 -22 234
11 -23 235
12 -22 235
11 -22 235
14 -22 235
12 -22 236
12 -23 232
12 -22 235
13 -24 235
12 -22 236
11 -22 234
12 -23 234
12 -24 234
11 -23 235
12 -23 235
12 -24 236
11 -22 235
11 -22 235
11 -23 236
12 -22 234
12 -21 235
12 -23 234
12 -23 235
11 -22 237
11 -22 236
12 -24 235
13 -22 236
11 -22 236
12 -23 233
12 -22 234
12 -23 235
11 -21 236
12 -22 234
11 -22 236
12 -22 235
12 -22 235
12 -23 235
11 -23 235
12 -22 236
12 -22 236
11 -22 235
11 -22 235
10 -23 235
10 -22 235
11 -22 236
11 -22 236
9 -22 235
12 -23 235
11 -22 235
10 -22 235
10 -22 236
