x y z
11 -22 223
11 -23 234
10 -23 235
11 -22 236
10 -22 235
12 -22 236
11 -24 235
11 -24 235
11 -23 235
12 -25 235
11 -23 235
12 -23 235
10 -22 236
12 -23 236
11 -23 234
11 -22 237
11 -24 234
13 -23 235
12 -23 237
12 -23 236
11 -23 235
12 -23 235
10 -21 235
13 -22 237
12 -25 234
11 -21 237
13 -23 237
11 -24 235
12 -23 238
11 -22 234
11 -23 236
11 -23 235
11 -24 236
11 -23 235
11 -22 236
12 -23 236
11 -21 236
12 -24 235
11 -23 235
10 -23 236
12 -24 234
11 -23 233
11 -23 236
11 -22 236
10 -22 234
11 -24 236
11 -23 235
11 -24 233
12 -24 235
11 -23 234
11 -23 235
12 -23 235
12 -23 235
12 -24 235
11 -24 235
10 -24 235
10 -23 234
11 -23 234
11 -23 235
11 -23 235
11 -23 236
13 -24 236
11 -23 235
12 -24 236
11 -22 237
10 -24 236
12 -23 236
12 -24 237
11 -23 236
11 -23 235
12 -23 237
12 -23 235
12 -22 236
11 -23 236
12 -24 237
11 -22 234
11 -23 236
12 -24 235
12 -23 234
11 -23 235
11 -23 233
10 -24 235
11 -22 236
11 -23 236
11 -22 235
10 -23 235
12 -24 235
11 -23 236
12 -23 235
12 -23 235
11 -23 236
11 -22 237
11 -23 233
10 -23 235
11 -23 236
11 -23 236
11 -23 234
11 -23 236
11 -23 235
11 -23 237
11 -23 235
11 -24 235
11 -23 235
13 -24 236
12 -24 236
11 -23 235
11 -23 234
11 -23 236
10 -23 234
11 -23 236
12 -23 234
11 -23 237
11 -24 237
10 -23 236
11 -23 234
10 -23 237
10 -22 237
