x y z
10 -25 233
12 -24 235
11 -23 236
11 -22 235
10 -22 235
12 -24 235
11 -22 234
11 -23 233
12 -23 236
11 -23 235
11 -23 236
12 -23 236
11 -24 235
11 -23 235
11 -22 235
11 -23 235
10 -21 237
12 -23 236
11 -23 236
10 -22 236
11 -22 234
11 -23 235
10 -22 235
11 -23 238
10 -22 236
11 -22 235
11 -22 234
12 -24 236
11 -23 235
11 -23 234
12 -22 236
11 -23 236
10 -22 236
12 -23 233
11 -23 235
11 -23 236
12 -23 235
11 -24 234
12 -23 235
11 -22 236
10 -24 235
12 -22 236
12 -22 235
12 -23 237
11 -24 235
10 -23 234
10 -23 236
11 -23 234
10 -22 236
12 -24 234
10 -23 235
10 -23 236
12 -24 236
11 -23 236
11 -22 235
11 -23 237
11 -23 235
12 -23 235
11 -23 236
11 -22 235
12 -21 234
10 -22 234
11 -23 234
11 -23 235
11 -23 236
10 -22 235
10 -22 235
10 -23 235
11 -24 238
11 -23 236
11 -23 234
11 -23 236
11 -23 236
11 -23 236
10 -23 235
11 -23 236
12 -23 234
11 -23 236
11 -23 236
11 -23 236
10 -22 235
10 -23 236
11 -24 236
11 -23 234
12 -24 234
11 -22 236
11 -23 235
10 -23 235
11 -23 236
11 -22 238
11 -23 236
11 -24 234
12 -23 235
11 -23 234
11 -23 235
11 -23 234
12 -23 235
12 -23 236
13 -25 236
10 -22 235
12 -23 233
11 -22 236
10 -22 237
10 -23 234
10 -24 237
10 -22 236
10 -22 236
11 -23 235
11 -23 236
10 -22 235
11 -23 234
10 -23 236
10 -23 235
10 -22 235
11 -23 234
12 -24 235
11 -23 235
11 -23 236
11 -22 235
11 -23 234
11 -23 235
9 -22 237
11 -23 233
10 -22 235
11 -23 235
11 -22 235
11 -23 235
10 -23 235
11 -23 236
11 -22 235
10 -22 235
11 -24 234
10 -23 235
10 -22 236
10 -23 235
10 -24 235
11 -23 234
11 -23 235
9 -21 236
10 -23 235
11 -23 235
10 -23 235
11 -24 237
10 -22 235
10 -23 234
11 -23 234
12 -23 235
11 -22 236
11 -24 235
10 -22 236
11 -22 235
12 -23 235
11 -24 235
11 -23 234
12 -23 236
10 -22 237
11 -23 235
12 -25 235
12 -23 235
10 -23 236
11 -22 236
10 -23 234
9 -22 235
10 -22 235
10 -23 235
10 -23 235
10 -23 235
9 -23 235
11 -23 235
12 -23 234
10 -23 235
12 -23 233
11 -24 234
11 -23 236
10 -23 234
10 -23 238
10 -23 235
10 -23 235
10 -21 233
11 -23 235
10 -22 234
10 -24 236
10 -23 235
11 -23 235
9 -22 236
9 -22 235
10 -22 236
10 -23 236
11 -22 236
10 -23 236
9 -23 236
11 -23 234
11 -23 234
10 -22 236
10 -23 234
10 -23 236
11 -23 234
