x y z
62 56 217
65 42 224
53 37 207
17 23 220
57 65 231
55 69 222
38 68 222
24 68 219
39 77 238
37 56 210
16 65 208
44 104 190
42 117 212
25 103 208
33 99 196
36 106 209
29 116 224
26 127 227
21 146 259
22 156 277
28 186 316
11 184 286
-28 145 70
-29 124 -59
0 82 -173
6 88 -240
45 109 -118
48 132 25
44 159 149
25 211 266
25 301 397
13 298 358
-4 248 267
-8 185 153
-16 117 -21
26 60 -281
44 66 -280
37 75 -180
18 87 -36
10 213 332
53 321 481
96 330 491
64 289 408
-33 166 149
-40 104 -6
-30 68 -154
-17 55 -290
25 55 -248
31 118 -74
51 143 98
106 188 285
113 287 406
77 299 341
39 251 245
16 182 107
10 126 -42
-1 89 -296
0 90 -302
0 94 -211
17 104 -34
184 162 354
250 212 464
223 196 365
153 157 217
69 140 70
-115 222 -29
-191 254 -76
-128 222 -46
-40 189 37
138 109 212
241 42 274
308 -22 282
288 -30 242
138 33 143
31 108 120
-101 200 130
-199 262 98
-119 238 143
-49 195 173
47 132 194
173 30 208
269 -4 271
203 18 222
106 64 175
-39 144 135
-204 244 119
-201 269 69
-106 219 107
23 129 148
177 -1 192
280 -41 253
254 -21 245
170 20 209
74 86 169
-35 156 141
-300 339 40
-220 288 4
-110 228 67
-26 175 105
211 9 232
265 -31 258
241 -15 241
139 29 178
-76 249 204
-39 289 316
3 266 345
13 215 281
22 114 15
45 74 -133
44 66 -298
58 56 -346
59 67 -244
27 88 58
27 113 215
11 187 362
37 253 492
58 247 455
2 198 335
-34 130 169
-35 71 -27
12 77 -304
31 69 -303
30 86 -154
51 94 54
102 129 307
139 252 478
67 236 340
14 207 204
0 170 60
-3 142 -198
14 124 -256
31 111 -208
25 84 -110
79 122 274
59 197 379
86 253 491
98 226 427
30 172 230
1 133 84
-14 120 -45
-24 117 -158
-51 134 -232
-14 137 -34
43 111 124
111 66 252
148 55 324
124 56 314
104 43 278
67 52 223
56 45 201
75 31 216
70 27 248
80 32 247
64 32 232
56 64 201
8 2 215
74 57 259
102 44 208
84 17 215
85 11 223
91 -1 210
64 -8 216
85 4 217
96 15 212
105 24 219
93 21 207
101 24 216
80 13 222
113 18 206
85 20 220
90 20 215
